Group_Id	Gene_Symbol	Gene_Name	AAU	CTO	NOR	NFZgenbank	PLP	astyanax	austrofundulus	cyprinodon	fundulus	gadus	kryptolebias	medaka	poecilia	spotted_gar	stickleback	takifugu	tetraodon	tilapia	xmac	zebrafish
Group_42_0	sema3h	sema domain%2C immunoglobulin domain (Ig)%2C short basic domain%2C secreted%2C (semaphorin) 3H [Source:ZFIN%3BAcc:ZDB-GENE-990715-8]	AAU|021288|evm-AAUscf43-processed-gene-0_76-mRNA-1	CTO|028564|maker-CTOv12scf52-pred_gff_Genewise-gene-2_241-mRNA-1	NOR|012002|evm-NORv12scf34589-processed-gene-0_27-mRNA-1	NFZgenbank|015203|rna28216	PLP|003036|maker-PLPv12scf25-pred_gff_Genewise-gene-1_17-mRNA-1	astyanax|005857|ENSAMXP00000005997_1	austrofundulus|002518|XM_014001771_1	cyprinodon|017416|XM_015397138_1	fundulus|013879|XM_012866769_2	gadus|002325|ENSGMOP00000002572_1	kryptolebias|004981|XM_017411354_2	medaka|002559|ENSORLP00000003495_1	poecilia|014261|ENSPFOP00000029626_1	spotted_gar|014405|ENSLOCP00000017769_1	stickleback|005449|ENSGACP00000007525_1	takifugu|010797|ENSTRUP00000027552_1	tetraodon|002696|ENSTNIP00000006905_1	tilapia|001674|ENSONIP00000002096_1	xmac|019337|ENSXMAP00000019413_1	zebrafish|008592|ENSDARP00000062514_5
Group_42_5	sema5a	semaphorin 5A%2C transcript variant X1	AAU|020590|maker-AAUscf2-augustus-gene-5_60-mRNA-1	CTO|007628|evm-CTOv12scf121-processed-gene-0_134-mRNA-1	NOR|018221|maker-NORv12scf34748-augustus-gene-0_36-mRNA-1	NFZgenbank|008928|rna16464	PLP|004811|maker-PLPv12scf18-pred_gff_Genewise-gene-3_74-mRNA-1	astyanax|020443|ENSAMXP00000021223_1	austrofundulus|002852|XM_014002365_1	cyprinodon|014770|XM_015392589_1	fundulus|007659|XM_012857340_2	gadus|018932|ENSGMOP00000020916_1	kryptolebias|002565|XM_017406745_2	medaka|007193|ENSORLP00000009696_1	poecilia|010466|ENSPFOP00000024697_1	spotted_gar|013541|ENSLOCP00000016738_1	stickleback|002553|ENSGACP00000003494_1	takifugu|009971|ENSTRUP00000025342_1	tetraodon|000860|ENSTNIP00000010993_1	tilapia|014329|ENSONIP00000018036_1	xmac|019186|ENSXMAP00000019273_1	zebrafish|020885|ENSDARP00000076198_5
Group_42_12	sema6e	sema domain%2C transmembrane domain (TM)%2C and cytoplasmic domain%2C (semaphorin) 6E [Source:ZFIN%3BAcc:ZDB-GENE-040724-119]	AAU|008681|maker-AAUscf115-pred_gff_Genewise-gene-0_98-mRNA-1	CTO|024698|maker-CTOv12scf39-pred_gff_Genewise-gene-0_102-mRNA-1	NOR|020600|evm-NORv12scf34329-processed-gene-0_3-mRNA-1	NFZgenbank|005903|rna11028	PLP|023530|evm-PLPv12scf10-processed-gene-5_50-mRNA-1	astyanax|018856|ENSAMXP00000019444_1	austrofundulus|013686|XM_014021390_1	cyprinodon|000066|XM_015375570_1	fundulus|002056|XM_021324746_1	gadus|009540|ENSGMOP00000010519_1	kryptolebias|013848|XM_017428619_2	medaka|015014|ENSORLP00000019836_1	poecilia|009507|ENSPFOP00000001992_1	spotted_gar|007721|ENSLOCP00000009408_1	stickleback|013065|ENSGACP00000017936_1	takifugu|001195|ENSTRUP00000002828_1	tetraodon|015462|ENSTNIP00000000590_1	tilapia|006632|ENSONIP00000008387_1	xmac|019121|ENSXMAP00000019200_1	zebrafish|008670|ENSDARP00000000198_8
Group_42_23	sema4c	semaphorin 4C	AAU|005657|maker-AAUscf331-pred_gff_Genewise-gene-0_44-mRNA-1	CTO|009624|evm-CTOv12scf64-processed-gene-1_67-mRNA-1	NOR|017630|evm-NORv12scf34377-processed-gene-0_9-mRNA-1	NFZgenbank|017609|rna32657	PLP|016103|maker-PLPv12scf98-augustus-gene-1_65-mRNA-1	astyanax|015033|ENSAMXP00000015483_1	austrofundulus|012073|XM_014018644_1	cyprinodon|019373|XM_015400373_1	fundulus|000188|XM_012877051_2	gadus|007808|ENSGMOP00000008620_1	kryptolebias|006611|XM_017414642_2	medaka|014483|ENSORLP00000019165_1	poecilia|000094|ENSPFOP00000001613_2	spotted_gar|015562|ENSLOCP00000019201_1	stickleback|012552|ENSGACP00000017282_1	takifugu|013917|ENSTRUP00000035931_1	tetraodon|009776|ENSTNIP00000019881_1	tilapia|015814|ENSONIP00000019928_1	xmac|002345|ENSXMAP00000002364_1	zebrafish|007216|ENSDARP00000098457_1
Group_42_25	sema4ga	sema domain%2C immunoglobulin domain (Ig)%2C transmembrane domain (TM) and short cytoplasmic domain%2C (semaphorin) 4Ga [Source:ZFIN%3BAcc:ZDB-GENE-060503-381]	AAU|019647|maker-AAUscf129-augustus-gene-0_225-mRNA-2	CTO|026072|maker-CTOv12scf24-pred_gff_Genewise-gene-1_263-mRNA-1	NOR|024824|maker-NORv12scf34657-augustus-gene-0_211-mRNA-1	NFZgenbank|003077|rna5668	PLP|019492|maker-PLPv12scf81-augustus-gene-1_249-mRNA-1	astyanax|010720|ENSAMXP00000011010_1	austrofundulus|000170|XM_014027932_1	cyprinodon|000146|XM_015399696_1	fundulus|022043|XM_021307569_1	gadus|013388|ENSGMOP00000014734_1	kryptolebias|001577|XM_025009576_1	medaka|006768|ENSORLP00000009153_1	poecilia|014728|ENSPFOP00000029467_1	spotted_gar|012607|ENSLOCP00000015563_1	stickleback|007693|ENSGACP00000010635_1	takifugu|012306|ENSTRUP00000031475_1	tetraodon|005437|ENSTNIP00000011508_1	tilapia|018432|ENSONIP00000023230_1	xmac|002856|ENSXMAP00000002865_1	zebrafish|016859|ENSDARP00000101537_4
Group_42_27	sema7a	semaphorin 7A (John Milton Hagen blood group)	AAU|029156|SplitChimeric_15_augustus_masked-AAUscf478-processed-gene-0_95-mRNA-1	CTO|014855|maker-CTOv12scf1-augustus-gene-3_129-mRNA-1	NOR|027830|maker-NORv12scf33929-pred_gff_Genewise-gene-0_4-mRNA-1	NFZgenbank|013634|rna25287	PLP|009806|maker-PLPv12scf85-pred_gff_Genewise-gene-1_240-mRNA-1	astyanax|017889|ENSAMXP00000018435_1	austrofundulus|003582|XM_014003645_1	cyprinodon|019611|XM_015400763_1	fundulus|007479|XM_021313276_1	gadus|008085|ENSGMOP00000008910_1	kryptolebias|002361|XM_017405598_2	medaka|006714|ENSORLP00000009077_1	poecilia|008974|ENSPFOP00000005890_1	spotted_gar|014876|ENSLOCP00000018361_1	stickleback|004487|ENSGACP00000006179_1	takifugu|013440|ENSTRUP00000034641_1	tetraodon|007994|ENSTNIP00000011250_1	tilapia|015364|ENSONIP00000019351_1	xmac|015877|ENSXMAP00000015938_1	zebrafish|006681|ENSDARP00000109895_1
Group_42_30	sema3e	semaphorin 3E%2C transcript variant X1	AAU|025731|maker-AAUscf168-pred_gff_Genewise-gene-0_151-mRNA-1	CTO|014706|maker-CTOv12scf1-pred_gff_Genewise-gene-0_203-mRNA-1	NOR|005480|maker-NORv12scf34758-pred_gff_Genewise-gene-0_42-mRNA-1	NFZgenbank|013748|rna25504	PLP|012358|maker-PLPv12scf110-pred_gff_Genewise-gene-0_262-mRNA-1	astyanax|000874|ENSAMXP00000000901_1	austrofundulus|008489|XM_014012363_1	cyprinodon|017480|XM_015397255_1	fundulus|022973|XM_021308415_1	gadus|018862|ENSGMOP00000020841_1	kryptolebias|002244|XM_017405951_2	medaka|008860|ENSORLP00000011924_1	poecilia|018837|ENSPFOP00000018528_2	spotted_gar|016361|ENSLOCP00000020247_1	stickleback|012199|ENSGACP00000016782_1	takifugu|013799|ENSTRUP00000035619_1	tetraodon|004866|ENSTNIP00000022396_1	tilapia|014943|ENSONIP00000018835_1	xmac|004312|ENSXMAP00000004345_1	zebrafish|009334|ENSDARP00000053124_6
Group_42_31	sema3d	semaphorin 3D%2C transcript variant X1	AAU|025729|maker-AAUscf168-pred_gff_Genewise-gene-0_150-mRNA-1	CTO|014708|maker-CTOv12scf1-pred_gff_Genewise-gene-0_206-mRNA-1	NOR|005482|evm-NORv12scf34758-processed-gene-0_61-mRNA-1	NFZgenbank|013746|rna25500	PLP|012356|evm-PLPv12scf110-processed-gene-0_206-mRNA-1	astyanax|000931|ENSAMXP00000000965_1	austrofundulus|003477|XM_014003452_1	cyprinodon|009980|XM_015383959_1	fundulus|022975|XM_021308416_1	gadus|018878|ENSGMOP00000020856_1	kryptolebias|002246|XM_017406085_2	medaka|008810|ENSORLP00000011852_1	poecilia|019328|ENSPFOP00000018654_2	spotted_gar|016370|ENSLOCP00000020258_1	stickleback|012214|ENSGACP00000016811_1	takifugu|014024|ENSTRUP00000036212_1	tetraodon|004781|ENSTNIP00000022398_1	tilapia|014959|ENSONIP00000018856_1	xmac|004231|ENSXMAP00000004275_1	zebrafish|008491|ENSDARP00000111122_2
Group_42_34	sema3aa	sema domain%2C immunoglobulin domain (Ig)%2C short basic domain%2C secreted%2C (semaphorin) 3Aa [Source:ZFIN%3BAcc:ZDB-GENE-991209-3]	AAU|024512|maker-AAUscf1-pred_gff_Genewise-gene-3_81-mRNA-1	CTO|013249|maker-CTOv12scf31-pred_gff_Genewise-gene-3_187-mRNA-1	NOR|024772|evm-NORv12scf536-processed-gene-1_7-mRNA-1	NFZgenbank|001073|rna2025	PLP|010510|evm-PLPv12scf65-processed-gene-1_63-mRNA-1	astyanax|010349|ENSAMXP00000010642_1	austrofundulus|003885|XM_014004173_1	cyprinodon|005987|XM_015376705_1	fundulus|000285|XM_012850262_2	gadus|018275|ENSGMOP00000020178_1	kryptolebias|006761|XM_017414907_2	medaka|014228|ENSORLP00000018852_1	poecilia|019066|ENSPFOP00000004651_2	spotted_gar|016363|ENSLOCP00000020255_1	stickleback|019573|ENSGACP00000026145_1	takifugu|014798|ENSTRUP00000038182_1	tetraodon|001166|ENSTNIP00000013957_1	tilapia|011519|ENSONIP00000014521_1	xmac|011215|ENSXMAP00000011325_1	zebrafish|022896|ENSDARP00000051791_5
Group_4301_0	tert	telomerase reverse transcriptase	AAU|029215|SplitChimeric_571_augustus_masked-AAUscf83-processed-gene-0_46-mRNA-1	CTO|010451|maker-CTOv12scf218-pred_gff_Genewise-gene-0_159-mRNA-1	NOR|010888|maker-NORv12scf34260-pred_gff_Genewise-gene-0_56-mRNA-1	NFZgenbank|009146|rna16849	PLP|015733|maker-PLPv12scf394-pred_gff_Genewise-gene-0_21-mRNA-1	astyanax|010396|ENSAMXP00000010683_1	austrofundulus|022127|XM_014034630_1	cyprinodon|011738|XM_015387192_1	fundulus|003614|XM_012851379_2	gadus|006437|ENSGMOP00000007120_1	kryptolebias|009856|XM_025006945_1	medaka|013138|ENSORLP00000017467_1	poecilia|013269|ENSPFOP00000015052_2	spotted_gar|003508|ENSLOCP00000004167_1	stickleback|008898|ENSGACP00000012238_1	takifugu|014067|ENSTRUP00000036305_1	tetraodon|001157|ENSTNIP00000001073_1	tilapia|015368|ENSONIP00000019356_1	xmac|016359|ENSXMAP00000016432_1	zebrafish|010503|ENSDARP00000135305_1
Group_4311_0	med8	mediator complex subunit 8	AAU|021612|maker-AAUscf56-pred_gff_Genewise-gene-1_208-mRNA-1	CTO|019360|maker-CTOv12scf541-augustus-gene-0_37-mRNA-1	NOR|017707|evm-NORv12scf31808-processed-gene-0_4-mRNA-1	NFZgenbank|012488|rna23114	PLP|024012|SplitChimeric_501_evm-PLPv12scf64-processed-gene-1_80-mRNA-1	astyanax|013038|ENSAMXP00000013411_1	austrofundulus|015756|XM_014024681_1	cyprinodon|010818|XM_015385519_1	fundulus|002922|XM_012850229_2	gadus|007390|ENSGMOP00000008157_1	kryptolebias|016370|XM_017433716_2	medaka|013405|ENSORLP00000017797_1	poecilia|005031|ENSPFOP00000016315_1	spotted_gar|004396|ENSLOCP00000005261_1	stickleback|003786|ENSGACP00000005194_1	takifugu|016486|ENSTRUP00000042535_1	tetraodon|014259|ENSTNIP00000009954_1	tilapia|019205|ENSONIP00000024200_1	xmac|006319|ENSXMAP00000006344_1	zebrafish|002423|ENSDARP00000134283_1
Group_4312_0	fam210ab	family with sequence similarity 210%2C member Ab [Source:ZFIN%3BAcc:ZDB-GENE-050306-43]	AAU|019103|maker-AAUscf10-pred_gff_Genewise-gene-3_103-mRNA-1	CTO|020858|maker-CTOv12scf249-augustus-gene-0_147-mRNA-1	NOR|016188|maker-NORv12scf34697-augustus-gene-1_73-mRNA-2	NFZgenbank|005590|rna10411	PLP|008953|maker-PLPv12scf138-pred_gff_Genewise-gene-0_75-mRNA-1	astyanax|016849|ENSAMXP00000017343_1	austrofundulus|007602|XM_014010853_1	cyprinodon|009464|XM_015383067_1	fundulus|017305|XM_012872548_2	gadus|000109|ENSGMOP00000000112_1	kryptolebias|005919|XM_017413105_2	medaka|003048|ENSORLP00000004137_1	poecilia|001772|ENSPFOP00000009853_1	spotted_gar|009531|ENSLOCP00000011683_1	stickleback|003574|ENSGACP00000004892_1	takifugu|012590|ENSTRUP00000032178_1	tetraodon|008835|ENSTNIP00000016305_1	tilapia|006902|ENSONIP00000008714_1	xmac|013795|ENSXMAP00000013845_1	zebrafish|013128|ENSDARP00000125742_1
Group_4312_1	fam210ab	family with sequence similarity 210%2C member Ab [Source:ZFIN%3BAcc:ZDB-GENE-050306-43]	AAU|019103|maker-AAUscf10-pred_gff_Genewise-gene-3_103-mRNA-1	CTO|020858|maker-CTOv12scf249-augustus-gene-0_147-mRNA-1	NOR|016188|maker-NORv12scf34697-augustus-gene-1_73-mRNA-2	NFZgenbank|005590|rna10411	PLP|008953|maker-PLPv12scf138-pred_gff_Genewise-gene-0_75-mRNA-1	astyanax|018649|ENSAMXP00000019202_1	austrofundulus|007602|XM_014010853_1	cyprinodon|009464|XM_015383067_1	fundulus|017305|XM_012872548_2	gadus|000109|ENSGMOP00000000112_1	kryptolebias|005919|XM_017413105_2	medaka|003048|ENSORLP00000004137_1	poecilia|001772|ENSPFOP00000009853_1	spotted_gar|009531|ENSLOCP00000011683_1	stickleback|003574|ENSGACP00000004892_1	takifugu|012590|ENSTRUP00000032178_1	tetraodon|008835|ENSTNIP00000016305_1	tilapia|006902|ENSONIP00000008714_1	xmac|013795|ENSXMAP00000013845_1	zebrafish|004992|ENSDARP00000058784_3
Group_4314_0	casz1	castor zinc finger 1%2C transcript variant X1	AAU|021060|maker-AAUscf187-augustus-gene-0_100-mRNA-1	CTO|007074|evm-CTOv12scf264-processed-gene-0_46-mRNA-1	NOR|023811|evm-NORv12scf220-processed-gene-0_10-mRNA-1	NFZgenbank|015325|rna28427	PLP|011869|maker-PLPv12scf7-augustus-gene-7_119-mRNA-1	astyanax|013161|ENSAMXP00000013552_1	austrofundulus|010392|XM_014015772_1	cyprinodon|006770|XM_015378150_1	fundulus|017848|XM_012873468_2	gadus|006022|ENSGMOP00000006602_1	kryptolebias|008255|XM_017417775_2	medaka|004758|ENSORLP00000006520_1	poecilia|010443|ENSPFOP00000021804_1	spotted_gar|006561|ENSLOCP00000007935_1	stickleback|006813|ENSGACP00000009425_1	takifugu|012000|ENSTRUP00000030673_1	tetraodon|004634|ENSTNIP00000018230_1	tilapia|002328|ENSONIP00000002913_1	xmac|011307|ENSXMAP00000011361_1	zebrafish|004576|ENSDARP00000017782_9
Group_4318_0	ptcd3	pentatricopeptide repeat domain 3	AAU|024665|evm-AAUscf135-processed-gene-0_21-mRNA-1	CTO|012905|evm-CTOv12scf331-processed-gene-0_52-mRNA-1	NOR|030387|SplitChimeric_1_evm-NORv12scf34666-processed-gene-0_76-mRNA-1	NFZgenbank|000163|rna291	PLP|019051|evm-PLPv12scf27-processed-gene-0_40-mRNA-1	astyanax|011570|ENSAMXP00000011902_1	austrofundulus|018679|XM_014029211_1	cyprinodon|013098|XM_015389599_1	fundulus|004980|XM_012853444_2	gadus|002243|ENSGMOP00000002495_1	kryptolebias|011003|XM_017423091_2	medaka|008158|ENSORLP00000011022_1	poecilia|010557|ENSPFOP00000004811_2	spotted_gar|010843|ENSLOCP00000013328_1	stickleback|018536|ENSGACP00000024849_1	takifugu|003884|ENSTRUP00000009323_1	tetraodon|018246|ENSTNIP00000013015_1	tilapia|015868|ENSONIP00000020008_1	xmac|004002|ENSXMAP00000004036_1	zebrafish|021898|ENSDARP00000135512_1
Group_431_2	tes	testin LIM domain protein	AAU|027604|augustus_masked-AAUscf55-processed-gene-0_17-mRNA-1	CTO|018655|maker-CTOv12scf232-augustus-gene-0_58-mRNA-1	NOR|004717|evm-NORv12scf34477-processed-gene-0_88-mRNA-1	NFZgenbank|013346|rna24734	PLP|016454|maker-PLPv12scf341-augustus-gene-0_20-mRNA-1	astyanax|011622|ENSAMXP00000011945_1	austrofundulus|007246|XM_014010270_1	cyprinodon|003610|XM_015372213_1	fundulus|012112|XM_012863665_2	gadus|016660|ENSGMOP00000018380_1	kryptolebias|018006|XM_017436820_2	medaka|018682|ENSORLP00000024553_1	poecilia|021178|ENSPFOP00000014500_1	spotted_gar|015571|ENSLOCP00000019207_1	stickleback|008834|ENSGACP00000012152_1	takifugu|016953|ENSTRUP00000043817_1	tetraodon|011128|ENSTNIP00000003726_1	tilapia|003889|ENSONIP00000004904_1	xmac|014426|ENSXMAP00000014472_1	zebrafish|006808|ENSDARP00000068054_4
Group_4325_0	twsg1a	twisted gastrulation BMP signaling modulator 1a [Source:ZFIN%3BAcc:ZDB-GENE-010509-2]	AAU|023933|maker-AAUscf68-pred_gff_Genewise-gene-1_398-mRNA-1	CTO|023687|maker-CTOv12scf23-pred_gff_Genewise-gene-2_123-mRNA-1	NOR|022355|augustus_masked-NORv12scf34621-processed-gene-0_76-mRNA-1	NFZgenbank|009505|rna17517	PLP|007923|maker-PLPv12scf11-pred_gff_Genewise-gene-6_363-mRNA-1	astyanax|021526|ENSAMXP00000022482_1	austrofundulus|012936|XM_014020126_1	cyprinodon|009013|XM_015382196_1	fundulus|016553|XM_021320903_1	gadus|012012|ENSGMOP00000013228_1	kryptolebias|004855|XM_017410912_2	medaka|003683|ENSORLP00000005014_1	poecilia|004553|ENSPFOP00000002534_2	spotted_gar|002535|ENSLOCP00000002984_1	stickleback|016276|ENSGACP00000021993_1	takifugu|007803|ENSTRUP00000019621_1	tetraodon|000570|ENSTNIP00000017906_1	tilapia|018457|ENSONIP00000023265_1	xmac|000829|ENSXMAP00000000826_1	zebrafish|001425|ENSDARP00000141810_1
Group_4325_1	twsg1a	twisted gastrulation BMP signaling modulator 1a [Source:ZFIN%3BAcc:ZDB-GENE-010509-2]	AAU|023933|maker-AAUscf68-pred_gff_Genewise-gene-1_398-mRNA-1	CTO|023687|maker-CTOv12scf23-pred_gff_Genewise-gene-2_123-mRNA-1	NOR|022355|augustus_masked-NORv12scf34621-processed-gene-0_76-mRNA-1	NFZgenbank|009505|rna17517	PLP|007923|maker-PLPv12scf11-pred_gff_Genewise-gene-6_363-mRNA-1	astyanax|012010|ENSAMXP00000012343_1	austrofundulus|012936|XM_014020126_1	cyprinodon|009013|XM_015382196_1	fundulus|016553|XM_021320903_1	gadus|012012|ENSGMOP00000013228_1	kryptolebias|004855|XM_017410912_2	medaka|003683|ENSORLP00000005014_1	poecilia|004553|ENSPFOP00000002534_2	spotted_gar|002535|ENSLOCP00000002984_1	stickleback|016276|ENSGACP00000021993_1	takifugu|007803|ENSTRUP00000019621_1	tetraodon|000570|ENSTNIP00000017906_1	tilapia|018457|ENSONIP00000023265_1	xmac|000829|ENSXMAP00000000826_1	zebrafish|011596|ENSDARP00000129959_1
Group_4329_0	cpox	coproporphyrinogen oxidase	AAU|002049|AAUscf91-frag-merged-region16-clust0-mRNA-1	CTO|025177|maker-CTOv12scf118-augustus-gene-0_270-mRNA-1	NOR|029349|evm-NORv12scf34694-processed-gene-0_147-mRNA-1	NFZgenbank|017223|rna31966	PLP|012316|maker-PLPv12scf4-pred_gff_Genewise-gene-8_313-mRNA-1	astyanax|009434|ENSAMXP00000009700_1	austrofundulus|002233|XM_014000373_1	cyprinodon|001887|XM_015399789_1	fundulus|020395|XM_012877919_2	gadus|013531|ENSGMOP00000014862_1	kryptolebias|002857|XM_017407057_2	medaka|005152|ENSORLP00000007038_1	poecilia|020230|ENSPFOP00000014343_1	spotted_gar|010094|ENSLOCP00000012387_1	stickleback|009675|ENSGACP00000013317_1	takifugu|017519|ENSTRUP00000045295_1	tetraodon|013121|ENSTNIP00000018610_1	tilapia|001720|ENSONIP00000002155_1	xmac|018365|ENSXMAP00000018430_1	zebrafish|025395|ENSDARP00000108678_1
Group_4333_0	pald1a	phosphatase domain containing%2C paladin 1a [Source:ZFIN%3BAcc:ZDB-GENE-030804-26]	AAU|013218|maker-AAUscf359-augustus-gene-0_28-mRNA-3	CTO|028269|augustus_masked-CTOv12scf183-processed-gene-0_213-mRNA-1	NOR|003648|evm-NORv12scf34687-processed-gene-0_212-mRNA-1	NFZgenbank|012864|rna23855	PLP|007411|maker-PLPv12scf146-augustus-gene-0_173-mRNA-1	astyanax|012459|ENSAMXP00000012804_1	austrofundulus|005371|XM_014006975_1	cyprinodon|018849|XM_015399500_1	fundulus|000499|XM_021311346_1	gadus|000302|ENSGMOP00000000320_1	kryptolebias|001790|XM_017438946_2	medaka|008446|ENSORLP00000011388_1	poecilia|013313|ENSPFOP00000005559_2	spotted_gar|005060|ENSLOCP00000006108_1	stickleback|002229|ENSGACP00000003030_1	takifugu|012883|ENSTRUP00000033004_1	tetraodon|000112|ENSTNIP00000016129_1	tilapia|016097|ENSONIP00000020299_1	xmac|015097|ENSXMAP00000015180_1	zebrafish|010366|ENSDARP00000133910_1
Group_4333_1	pald1a	phosphatase domain containing%2C paladin 1a [Source:ZFIN%3BAcc:ZDB-GENE-030804-26]	AAU|013218|maker-AAUscf359-augustus-gene-0_28-mRNA-3	CTO|028269|augustus_masked-CTOv12scf183-processed-gene-0_213-mRNA-1	NOR|003648|evm-NORv12scf34687-processed-gene-0_212-mRNA-1	NFZgenbank|012864|rna23855	PLP|007411|maker-PLPv12scf146-augustus-gene-0_173-mRNA-1	astyanax|019009|ENSAMXP00000019574_1	austrofundulus|005371|XM_014006975_1	cyprinodon|018849|XM_015399500_1	fundulus|000499|XM_021311346_1	gadus|000302|ENSGMOP00000000320_1	kryptolebias|001790|XM_017438946_2	medaka|008446|ENSORLP00000011388_1	poecilia|013313|ENSPFOP00000005559_2	spotted_gar|005060|ENSLOCP00000006108_1	stickleback|002229|ENSGACP00000003030_1	takifugu|012883|ENSTRUP00000033004_1	tetraodon|000112|ENSTNIP00000016129_1	tilapia|016097|ENSONIP00000020299_1	xmac|015097|ENSXMAP00000015180_1	zebrafish|000945|ENSDARP00000134468_1
Group_4343_0	med12	mediator complex subunit 12%2C transcript variant X1	AAU|004155|evm-AAUscf9-processed-gene-4_115-mRNA-1	CTO|009209|evm-CTOv12scf137-processed-gene-0_82-mRNA-1	NOR|029710|maker-NORv12scf439-pred_gff_Genewise-gene-2_115-mRNA-1	NFZgenbank|000570|rna1064	PLP|024762|SplitChimeric_1341_evm-PLPv12scf19-processed-gene-0_52-mRNA-1	astyanax|011603|ENSAMXP00000011922_1	austrofundulus|000344|XM_014003761_1	cyprinodon|001285|XM_015388757_1	fundulus|005177|XM_021311231_1	gadus|002854|ENSGMOP00000003166_1	kryptolebias|003402|XM_017408260_2	medaka|000702|ENSORLP00000000975_1	poecilia|012614|ENSPFOP00000001160_2	spotted_gar|015350|ENSLOCP00000018939_1	stickleback|017167|ENSGACP00000023116_1	takifugu|012523|ENSTRUP00000032004_1	tetraodon|007584|ENSTNIP00000018822_1	tilapia|002453|ENSONIP00000003070_1	xmac|000271|ENSXMAP00000000291_1	zebrafish|010249|ENSDARP00000135619_1
Group_4344_0	mars	methionyl-tRNA synthetase%2C transcript variant X1	AAU|007446|maker-AAUscf536-pred_gff_Genewise-gene-0_2-mRNA-1	CTO|004460|evm-CTOv12scf2-processed-gene-6_9-mRNA-1	NOR|018576|maker-NORv12scf34719-augustus-gene-1_25-mRNA-1	NFZgenbank|010911|rna20213	PLP|005695|maker-PLPv12scf3-augustus-gene-4_194-mRNA-1	astyanax|017335|ENSAMXP00000017837_1	austrofundulus|003873|XM_014004154_1	cyprinodon|002044|XM_015402232_1	fundulus|015381|XM_012869331_2	gadus|007746|ENSGMOP00000008547_1	kryptolebias|003714|XM_017408535_2	medaka|004977|ENSORLP00000006811_1	poecilia|020603|ENSPFOP00000006897_2	spotted_gar|000371|ENSLOCP00000000404_1	stickleback|006202|ENSGACP00000008564_1	takifugu|014638|ENSTRUP00000037758_1	tetraodon|004599|ENSTNIP00000009861_1	tilapia|005084|ENSONIP00000006400_1	xmac|017893|ENSXMAP00000017974_1	zebrafish|000565|ENSDARP00000123109_1
Group_4346_0	znf618	zinc finger protein 618%2C transcript variant X1	AAU|011372|evm-AAUscf69-processed-gene-1_29-mRNA-1	CTO|007149|maker-CTOv12scf6-augustus-gene-0_127-mRNA-1	NOR|005356|evm-NORv12scf540-processed-gene-1_3-mRNA-1	NFZgenbank|002220|rna4056	PLP|012524|evm-PLPv12scf14-processed-gene-0_53-mRNA-1	astyanax|009099|ENSAMXP00000009366_1	austrofundulus|006749|XM_014009391_1	cyprinodon|001443|XM_015392272_1	fundulus|018456|XM_012874528_2	gadus|002185|ENSGMOP00000002418_1	kryptolebias|003292|XM_017407980_2	medaka|006298|ENSORLP00000008542_1	poecilia|022294|ENSPFOP00000019980_2	spotted_gar|004738|ENSLOCP00000005690_1	stickleback|016236|ENSGACP00000021935_1	takifugu|004918|ENSTRUP00000011918_1	tetraodon|011025|ENSTNIP00000021922_1	tilapia|014985|ENSONIP00000018889_1	xmac|005713|ENSXMAP00000005732_1	zebrafish|017422|ENSDARP00000092090_3
Group_4347_0	mn1b	meningioma 1b [Source:ZFIN%3BAcc:ZDB-GENE-080917-23]	AAU|004247|maker-AAUscf125-pred_gff_Genewise-gene-0_358-mRNA-1	CTO|029893|CTOv12scf9	NOR|026704|augustus_masked-NORv12scf34617-processed-gene-0_148-mRNA-1	NFZgenbank|017766|rna32956	PLP|007832|maker-PLPv12scf11-pred_gff_Genewise-gene-3_224-mRNA-1	astyanax|019754|ENSAMXP00000020344_1	austrofundulus|022238|XM_014034768_1	cyprinodon|002831|XM_015370902_1	fundulus|011900|XM_021316937_1	gadus|000521|ENSGMOP00000000539_1	kryptolebias|008007|XM_017417214_2	medaka|011070|ENSORLP00000014843_1	poecilia|019479|ENSPFOP00000013151_2	spotted_gar|007822|ENSLOCP00000009509_1	stickleback|018780|ENSGACP00000014817_2	takifugu|001083|ENSTRUP00000002561_1	tetraodon|015380|ENSTNIP00000008847_1	tilapia|010654|ENSONIP00000013408_1	xmac|001909|ENSXMAP00000001912_1	zebrafish|024621|ENSDARP00000100417_3
