OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end
Group_138_2	013030	arhgap27	Rho GTPase activating protein 27 [Source:ZFIN%3BAcc:ZDB-GENE-030131-3922]	chrLG10	9945969	9968236
Group_7717_0	013031	vps25	vacuolar protein sorting 25 homolog (S. cerevisiae)	chrLG10	9970169	9975231
Group_399_2	013032	wnk4b	WNK lysine deficient protein kinase 4b [Source:ZFIN%3BAcc:ZDB-GENE-131120-119]	chrLG10	9976316	10019411
Group_831_0	013033	tanc2	tetratricopeptide repeat%2C ankyrin repeat and coiled-coil containing 2%2C transcript variant X1	chrLG10	10091445	10149780
Group_3799_0	013034	lsm12b	LSM12 homolog b [Source:ZFIN%3BAcc:ZDB-GENE-040426-2164]	chrLG10	10155716	10159876
Group_8_70	013037	col1a1b	collagen%2C type I%2C alpha 1b [Source:ZFIN%3BAcc:ZDB-GENE-030131-4400]	chrLG10	10200498	10216589
Group_669_1	013038	ppp1r9bb	protein phosphatase 1%2C regulatory subunit 9Bb [Source:ZFIN%3BAcc:ZDB-GENE-121214-117]	chrLG10	10222865	10237310
Group_47_16	013041	sema4gb	sema domain%2C immunoglobulin domain (Ig)%2C transmembrane domain (TM) and short cytoplasmic domain%2C (semaphorin) 4Gb [Source:ZFIN%3BAcc:ZDB-GENE-111117-1]	chrLG10	9909177	9931328
Group_1208_2	013042	g6pc3	glucose 6 phosphatase catalytic subunit 3	chrLG10	10152922	10155112
Group_7175_0	013043	tmem101	transmembrane protein 101	chrLG10	10165095	10168076
Group_0_31	013045	prdm9	PR domain containing 9 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1319]	chrLG10	10238972	10242076
Group_459_6	013047	pmp22b	peripheral myelin protein 22b [Source:ZFIN%3BAcc:ZDB-GENE-060421-4337]	chrLG10	10540188	10546645
Group_3170_1	013049	cdc42ep4b	CDC42 effector protein (Rho GTPase binding) 4b [Source:ZFIN%3BAcc:ZDB-GENE-091008-2]	chrLG10	10579678	10580664
Group_23_4	013050	sdk2b	sidekick cell adhesion molecule 2b [Source:ZFIN%3BAcc:ZDB-GENE-030131-8203]	chrLG10	10602584	10691151
Group_17_20	013057	kif19	kinesin family member 19	chrLG10	11103396	11130754
Group_8125_0	013058	si:ch73-127m5.2	si:ch73-127m5.2 [Source:ZFIN%3BAcc:ZDB-GENE-030131-1052]	chrLG10	11133874	11136004
Group_8593_0	013059	si:dkey-21e13.3	si:dkey-21e13.3 [Source:ZFIN%3BAcc:ZDB-GENE-130531-75]	chrLG10	11136439	11139953
Group_7164_0	013062	tbcc	tubulin folding cofactor C	chrLG10	11293029	11294006
Group_522_0	013063	prph2a	peripherin 2a (retinal degeneration%2C slow) [Source:ZFIN%3BAcc:ZDB-GENE-000616-8]	chrLG10	11295275	11299540
Group_2190_2	013064	qkib	QKI%2C KH domain containing%2C RNA binding b [Source:ZFIN%3BAcc:ZDB-GENE-081028-54]	chrLG10	11304514	11314196
Group_4981_0	013065	timm23a	translocase of inner mitochondrial membrane 23 homolog a (yeast) [Source:ZFIN%3BAcc:ZDB-GENE-020419-17]	chrLG10	11320656	11323682
Group_7995_0	013066	syt15	synaptotagmin XV [Source:ZFIN%3BAcc:ZDB-GENE-090527-2]	chrLG10	11335021	11336918
Group_6754_0	013067	nat9	N-acetyltransferase 9 (putative)	chrLG10	11342393	11344075
Group_3438_1	013068	srsf2a	serine/arginine-rich splicing factor 2a [Source:ZFIN%3BAcc:ZDB-GENE-040426-2706]	chrLG10	11447271	11448216
Group_133_9	013078	si:ch73-127m5.1	si:ch73-127m5.1 [Source:ZFIN%3BAcc:ZDB-GENE-130531-25]	chrLG10	11668850	11676519
Group_997_0	013079	usp54	ubiquitin specific peptidase 54 [Source:HGNC Symbol%3BAcc:HGNC:23513]	chrLG10	11785643	11824218
Group_57_14	013080	opn4b	opsin 4b [Source:ZFIN%3BAcc:ZDB-GENE-080415-3]	chrLG10	11855655	11876001
Group_515_3	013081	ldb3b	LIM domain binding 3b [Source:ZFIN%3BAcc:ZDB-GENE-030131-6032]	chrLG10	11879965	11891720
Group_31_21	013082	kcng3	potassium voltage-gated channel%2C subfamily G%2C member 3 [Source:ZFIN%3BAcc:ZDB-GENE-111111-9]	chrLG10	12017939	12020656
Group_7202_0	013084	cript	CXXC repeat containing interactor of PDZ3 domain	chrLG10	12041024	12043535
Group_748_3	013085	msh2	mutS homolog 2	chrLG10	12051985	12059527
Group_7321_0	013086	brca1	breast cancer 1%2C transcript variant X2	chrLG10	12062001	12081064
Group_786_4	013087	vat1	vesicle amine transport 1	chrLG10	12123194	12130761
Group_1742_1	013088	phospho1	phosphoethanolamine/phosphocholine phosphatase [Source:HGNC Symbol%3BAcc:HGNC:16815]	chrLG10	12137847	12138617
Group_328_7	013089	fkbp10b	FK506 binding protein 10b [Source:ZFIN%3BAcc:ZDB-GENE-030131-3101]	chrLG10	12195059	12200014
Group_7324_0	013090	ghdc	GH3 domain containing	chrLG10	12314760	12319486
Group_103_5	013091	kcnh4b	potassium voltage-gated channel%2C subfamily H (eag-related)%2C member 4b [Source:ZFIN%3BAcc:ZDB-GENE-121214-54]	chrLG10	12321619	12359633
Group_2948_1	013092	rpl19	ribosomal protein L19 [Source:ZFIN%3BAcc:ZDB-GENE-040426-2290]	chrLG10	12382584	12385095
Group_44_20	013094	grin2cb	glutamate receptor%2C ionotropic%2C N-methyl D-aspartate 2Cb [Source:ZFIN%3BAcc:ZDB-GENE-100308-2]	chrLG10	11179085	11222866
Group_7542_0	013096	gltscr1l	GLTSCR1 like%2C transcript variant X1	chrLG10	11285890	11289698
Group_2_43	013097	zgc:112285	zgc:112285 [Source:ZFIN%3BAcc:ZDB-GENE-050913-132]	chrLG10	11323968	11326554
Group_8662_0	013098	loc107387712		chrLG10	11330911	11332836
Group_4365_0	013099	lrrc59	leucine rich repeat containing 59%2C transcript variant X1	chrLG10	11343676	11348142
Group_42_13	013100	loc107387524		chrLG10	11406320	11411491
Group_2128_1	013102	si:dkey-49c17.3	si:dkey-49c17.3 [Source:ZFIN%3BAcc:ZDB-GENE-130531-49]	chrLG10	11429690	11446158
Group_612_3	013106	sec24c	SEC24 homolog C%2C COPII coat complex component%2C transcript variant X1	chrLG10	11740558	11751655
Group_2824_1	013107	glud1b	glutamate dehydrogenase 1b [Source:ZFIN%3BAcc:ZDB-GENE-030828-1]	chrLG10	11904688	11917474
Group_279_8	013108	epas1	endothelial PAS domain protein 1	chrLG10	11925873	11930826
Group_6_85	013110	prkce	protein kinase C epsilon	chrLG10	11933126	11959866
Group_274_1	013112	six3b	SIX homeobox 3b [Source:ZFIN%3BAcc:ZDB-GENE-990415-128]	chrLG10	11963376	11964506
Group_214_0	013113	ppm1bb	protein phosphatase%2C Mg2+/Mn2+ dependent%2C 1Bb [Source:ZFIN%3BAcc:ZDB-GENE-041114-185]	chrLG10	11975217	11981342
Group_1502_0	013114	mta3	metastasis associated 1 family member 3	chrLG10	11999226	12014099
Group_4958_0	013115	pigf	phosphatidylinositol glycan anchor biosynthesis class F	chrLG10	12038251	12040372
Group_2133_0	013116	gch2	GTP cyclohydrolase 2 [Source:ZFIN%3BAcc:ZDB-GENE-001205-3]	chrLG10	12047382	12049350
Group_56_44	013117	rnd2	Rho family GTPase 2	chrLG10	12090001	12119378
Group_13_47	013118	loc107387858		chrLG10	12204274	12206427
Group_1907_0	013119	aclyb	ATP citrate lyase b [Source:ZFIN%3BAcc:ZDB-GENE-090909-2]	chrLG10	12207027	12223351
Group_2440_0	013120	dnajc7	DnaJ heat shock protein family (Hsp40) member C7 [Source:HGNC Symbol%3BAcc:HGNC:12392]	chrLG10	12226722	12233806
Group_1069_3	013123	si:ch73-205h11.1	si:ch73-205h11.1 [Source:ZFIN%3BAcc:ZDB-GENE-130603-92]	chrLG10	12363015	12366551
Group_2667_1	013124	gpam	glycerol-3-phosphate acyltransferase%2C mitochondrial	chrLG10	12369207	12379533
Group_924_4	013125	stac2	SH3 and cysteine rich domain 2	chrLG10	12394751	12400502
Group_2246_1	013135	ical1	islet cell autoantigen 1-like [Source:ZFIN%3BAcc:ZDB-GENE-030910-4]	chrLG24	5472334	5482397
Group_289_6	013136	dock9b	dedicator of cytokinesis 9b [Source:ZFIN%3BAcc:ZDB-GENE-090916-2]	chrLG24	5537260	5595900
Group_157_0	013138	slc4a10a	solute carrier family 4%2C sodium bicarbonate transporter%2C member 10a [Source:ZFIN%3BAcc:ZDB-GENE-100215-3]	chrLG24	5630364	5670070
Group_1216_0	013141	xirp2	xin actin binding repeat containing 2 [Source:HGNC Symbol%3BAcc:HGNC:14303]	chrLG24	6109216	6131275
Group_98_14	013142	b3galt1	beta-1%2C3-galactosyltransferase 1 [Source:HGNC Symbol%3BAcc:HGNC:916]	chrLG24	6262724	6263710
Group_3511_0	013144	atp5b	ATP synthase%2C H+ transporting%2C mitochondrial F1 complex%2C beta polypeptide	chrLG24	6317896	6321102
Group_8_36	013145	col28a1	collagen type XXVIII alpha 1 chain [Source:HGNC Symbol%3BAcc:HGNC:22442]	chrLG24	6326992	6364054
Group_13_4	013146	klhl41b	kelch-like family member 41b [Source:ZFIN%3BAcc:ZDB-GENE-030131-9875]	chrLG24	6375375	6386368
Group_10_36	013147	oxgr1a.2	oxoglutarate (alpha-ketoglutarate) receptor 1a%2C tandem duplicate 2 [Source:ZFIN%3BAcc:ZDB-GENE-090312-1]	chrLG24	6388867	6392209
Group_2422_0	013148	dzip1	DAZ interacting zinc finger protein 1%2C transcript variant X1	chrLG24	6433658	6442446
Group_77_25	013149	abcc4	ATP binding cassette subfamily C member 4%2C transcript variant X1	chrLG24	6465347	6490984
Group_754_1	013152	fam117ba	family with sequence similarity 117%2C member Ba [Source:ZFIN%3BAcc:ZDB-GENE-131127-569]	chrLG24	5486927	5489852
Group_129_4	013153	bmpr2	bone morphogenetic protein receptor type II	chrLG24	5505153	5522674
Group_103_0	013157	kcnh7	potassium channel%2C voltage gated eag related subfamily H%2C member 7 [Source:ZFIN%3BAcc:ZDB-GENE-120214-39]	chrLG24	5710617	5794657
Group_39_36	013158	fign	fidgetin%2C microtubule severing factor [Source:HGNC Symbol%3BAcc:HGNC:13285]	chrLG24	5875365	5877732
Group_1503_1	013159	cobll1a	cordon-bleu WH2 repeat protein-like 1a [Source:ZFIN%3BAcc:ZDB-GENE-120215-171]	chrLG24	5966719	5972054
Group_825_3	013160	loc107372915		chrLG24	6028366	6033509
Group_77_11	013161	abcb11b	ATP-binding cassette%2C sub-family B (MDR/TAP)%2C member 11b [Source:ZFIN%3BAcc:ZDB-GENE-050517-14]	chrLG24	6288454	6307687
Group_1019_0	013162	hs6st3a	heparan sulfate 6-O-sulfotransferase 3a [Source:ZFIN%3BAcc:ZDB-GENE-120215-57]	chrLG24	6398531	6419291
Group_3994_0	013169	arl14ep	ADP ribosylation factor like GTPase 14 effector protein	chrLG4	212913	215750
Group_2681_0	013171	xkr5	X-linked Kx blood group related 5 [Source:ZFIN%3BAcc:ZDB-GENE-160113-27]	chrLG4	262560	268171
Group_1549_0	013172	ctsba	cathepsin Ba [Source:ZFIN%3BAcc:ZDB-GENE-040426-2650]	chrLG4	271228	276407
Group_2224_0	013173	adpgk2	ADP-dependent glucokinase 2 [Source:ZFIN%3BAcc:ZDB-GENE-090609-3]	chrLG4	277424	280742
Group_77_16	013175	abcb10	ATP binding cassette subfamily B member 10	chrLG4	393856	402744
Group_117_22	013176	acta1	actin%2C alpha 1%2C skeletal muscle%2C transcript variant X2	chrLG4	407394	410801
Group_3137_1	013177	ccsapb	centriole%2C cilia and spindle-associated protein b [Source:ZFIN%3BAcc:ZDB-GENE-081107-51]	chrLG4	412543	414210
Group_4461_0	013178	phf10	PHD finger protein 10	chrLG4	419516	428224
Group_295_9	013180	chst1	carbohydrate sulfotransferase 1	chrLG4	545832	547118
Group_81_9	013181	guca1b	guanylate cyclase activator 1B [Source:HGNC Symbol%3BAcc:HGNC:4679]	chrLG4	609733	611477
Group_1711_0	013182	mapk8ip1	mitogen-activated protein kinase 8 interacting protein 1	chrLG4	619965	650540
Group_8749_0	013183	si:ch211-98n17.5	si:ch211-98n17.5 [Source:ZFIN%3BAcc:ZDB-GENE-160728-87]	chrLG4	93339	96868
Group_5346_0	013184	madd	MAP kinase activating death domain%2C transcript variant X1	chrLG4	158104	188441
Group_8422_0	013186	fshb	follicle stimulating hormone beta subunit	chrLG4	216425	216919
Group_671_0	013188	smyd2a	SET and MYND domain containing 2a [Source:ZFIN%3BAcc:ZDB-GENE-050320-126]	chrLG4	327365	333692
Group_99_16	013189	galnt2	polypeptide N-acetylgalactosaminyltransferase 2	chrLG4	339270	377663
Group_4_61	013190	rab4a	RAB4A%2C member RAS oncogene family%2C transcript variant X1	chrLG4	417021	418438
Group_5654_0	013191	slc35c1	solute carrier family 35 member C1	chrLG4	432954	435089
Group_79_8	013197	lrp4	LDL receptor related protein 4%2C transcript variant X1	chrLG4	784171	827170
Group_1636_0	013198	dbx1b	developing brain homeobox 1b [Source:ZFIN%3BAcc:ZDB-GENE-000128-11]	chrLG4	1251463	1254087
Group_2742_1	013199	e2f8	E2F transcription factor 8	chrLG4	1429534	1433319
Group_1448_1	013204	socs4	suppressor of cytokine signaling 4 [Source:ZFIN%3BAcc:ZDB-GENE-070720-4]	chrLG4	1663332	1673990
Group_2308_0	013207	ero1a	endoplasmic reticulum oxidoreductase alpha%2C transcript variant X1	chrLG4	1738613	1742524
Group_551_4	013208	pacsin3	protein kinase C and casein kinase substrate in neurons 3%2C transcript variant X2	chrLG4	1754276	1767746
Group_1779_1	013209	nell1	neural EGFL like 1	chrLG4	872287	1091651
Group_29_43	013210	slc6a5	solute carrier family 6 member 5	chrLG4	1156945	1171187
Group_708_3	013211	nav2a	neuron navigator 2a [Source:ZFIN%3BAcc:ZDB-GENE-120502-3]	chrLG4	1257386	1338481
Group_1378_2	013212	zdhhc13	zinc finger DHHC-type containing 13	chrLG4	1437702	1446146
Group_2054_0	013213	mpped2	metallophosphoesterase domain containing 2b [Source:ZFIN%3BAcc:ZDB-GENE-030131-8903]	chrLG4	1472397	1517438
Group_2891_0	013214	stra6	stimulated by retinoic acid 6 [Source:ZFIN%3BAcc:ZDB-GENE-060616-252]	chrLG4	1569184	1575194
Group_14_52	013215	nr2e3	nuclear receptor subfamily 2 group E member 3%2C transcript variant X1	chrLG4	1577392	1581716
Group_6131_1	013216	slc22a18	solute carrier family 22 member 18	chrLG4	1595170	1600633
Group_854_1	013217	dennd4a	DENN domain containing 4A [Source:HGNC Symbol%3BAcc:HGNC:24321]	chrLG4	1621837	1652049
Group_2579_0	013218	samd4a	sterile alpha motif domain containing 4A	chrLG4	1706468	1735001
Group_2384_0	013219	glg1	golgi glycoprotein 1 [Source:HGNC Symbol%3BAcc:HGNC:4316]	chrLG4	1771181	1781446
Group_88_9	013221	otog	otogelin [Source:ZFIN%3BAcc:ZDB-GENE-120228-1]	chrLG4	1796442	1838204
Group_887_4	013222	myod1	myogenic differentiation 1	chrLG4	1852475	1854527
Group_5893_0	013227	mfap1	microfibrillar associated protein 1	chrLG4	2029866	2032852
Group_1011_2	013229	si:ch73-380l10.2	si:ch73-380l10.2 [Source:ZFIN%3BAcc:ZDB-GENE-141216-416]	chrLG4	2160359	2161616
Group_1011_0	013230	cart3	cocaine- and amphetamine-regulated transcript 3 [Source:ZFIN%3BAcc:ZDB-GENE-120223-5]	chrLG4	2177709	2178551
Group_4367_0	013231	tubgcp4	tubulin gamma complex associated protein 4	chrLG4	2192517	2198643
Group_578_4	013232	map1aa	microtubule-associated protein 1Aa [Source:ZFIN%3BAcc:ZDB-GENE-100426-2]	chrLG4	2216817	2249874
Group_3732_0	013234	psmd13	proteasome 26S subunit%2C non-ATPase 13	chrLG4	2408417	2412683
Group_237_3	013236	rorab	RAR-related orphan receptor A%2C paralog b [Source:ZFIN%3BAcc:ZDB-GENE-040426-855]	chrLG4	2474829	2517020
Group_1630_1	013238	si:ch211-288d18.1	si:ch211-288d18.1 [Source:ZFIN%3BAcc:ZDB-GENE-060503-323]	chrLG4	2761283	2770255
Group_828_1	013239	loc107381557		chrLG4	2774912	2785861
Group_780_2	013241	rassf7b	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7b [Source:ZFIN%3BAcc:ZDB-GENE-030429-1]	chrLG4	2880641	2882889
Group_81_7	013243	guca1b	guanylate cyclase activator 1B [Source:HGNC Symbol%3BAcc:HGNC:4679]	chrLG4	2888955	2891184
Group_4841_0	013244	si:ch211-220f16.2	si:ch211-220f16.2 [Source:ZFIN%3BAcc:ZDB-GENE-070912-199]	chrLG4	2899067	2920885
Group_2364_0	013246	cars	cysteinyl-tRNA synthetase	chrLG4	3256437	3267550
Group_3414_1	013249	atp6v0d1	ATPase H+ transporting V0 subunit d1	chrLG4	1922259	1927384
Group_6574_0	013251	ndufs3	NADH:ubiquinone oxidoreductase core subunit S3	chrLG4	2005057	2009170
Group_7314_1	013252	ptpmt1	protein tyrosine phosphatase%2C mitochondrial 1	chrLG4	2009947	2012681
Group_5895_0	013253	hypk	huntingtin interacting protein K	chrLG4	2033200	2035789
Group_68_27	013254	adamtsl5	ADAMTS like 5	chrLG4	2055656	2063681
Group_1041_2	013255	crtc3	CREB regulated transcription coactivator 3%2C transcript variant X1	chrLG4	2086439	2118130
Group_1229_0	013256	iqgap1	IQ motif containing GTPase activating protein 1	chrLG4	2119851	2159068
Group_2482_0	013257	cdkn2aip	CDKN2A interacting protein	chrLG4	2189279	2191748
Group_1829_2	013259	ppip5k1a	diphosphoinositol pentakisphosphate kinase 1a [Source:ZFIN%3BAcc:ZDB-GENE-100426-4]	chrLG4	2253651	2274629
Group_2365_0	013260	gyltl1b	glycosyltransferase-like 1b [Source:ZFIN%3BAcc:ZDB-GENE-050419-253]	chrLG4	2618085	2629305
Group_890_2	013269	aff3	AF4/FMR2 family member 3	chrLG6	14144636	14155676
Group_6091_0	013270	rev1	REV1%2C DNA directed polymerase	chrLG6	14161477	14175604
Group_5465_0	013271	txndc9	thioredoxin domain containing 9	chrLG6	14180229	14183217
Group_6248_0	013272	mitd1	microtubule interacting and trafficking domain containing 1	chrLG6	14185709	14192206
Group_7548_0	013273	kiaa1211l	KIAA1211-like ortholog%2C transcript variant X1	chrLG6	14198987	14202730
Group_1545_2	013274	fem1a	fem-1 homolog a (C. elegans) [Source:ZFIN%3BAcc:ZDB-GENE-030131-5824]	chrLG6	14307954	14309807
Group_731_1	013275	loc107384128		chrLG6	14382757	14384477
Group_47_34	013277	sema6ba	sema domain%2C transmembrane domain (TM)%2C and cytoplasmic domain%2C (semaphorin) 6Ba [Source:ZFIN%3BAcc:ZDB-GENE-131024-1]	chrLG6	14412885	14423913
Group_5484_0	013280	sirt6	sirtuin 6 [Source:HGNC Symbol%3BAcc:HGNC:14934]	chrLG6	14493176	14507194
Group_899_0	013281	eef2b	eukaryotic translation elongation factor 2b [Source:ZFIN%3BAcc:ZDB-GENE-030131-5128]	chrLG6	14539802	14545790
Group_497_0	013282	unc13a	unc-13 homolog A [Source:HGNC Symbol%3BAcc:HGNC:23150]	chrLG6	14551552	14575416
Group_1118_0	013286	fzr1	fizzy/cell division cycle 20 related 1%2C transcript variant X2	chrLG6	14739099	14745822
Group_1341_2	013287	arhgef7	Rho guanine nucleotide exchange factor 7%2C transcript variant X1	chrLG6	14111198	14132046
Group_370_1	013288	pip5k1cb	phosphatidylinositol-4-phosphate 5-kinase%2C type I%2C gamma b [Source:ZFIN%3BAcc:ZDB-GENE-110408-21]	chrLG6	14255035	14260927
Group_1224_2	013290	abhd17a	abhydrolase domain containing 17A [Source:HGNC Symbol%3BAcc:HGNC:28756]	chrLG6	14390731	14394364
Group_5558_0	013292	cactin	cactin%2C spliceosome C complex subunit	chrLG6	14481872	14486845
Group_1178_3	013294	creb3l3	cAMP responsive element binding protein 3-like 3	chrLG6	14521228	14530848
Group_556_3	013295	btbd2a	BTB (POZ) domain containing 2a [Source:ZFIN%3BAcc:ZDB-GENE-030829-3]	chrLG6	14546309	14550370
Group_1331_1	013296	mex3d	mex-3 RNA binding family member D [Source:HGNC Symbol%3BAcc:HGNC:16734]	chrLG6	14581864	14585254
Group_1755_2	013297	mbd3a	methyl-CpG binding domain protein 3a [Source:ZFIN%3BAcc:ZDB-GENE-030131-9077]	chrLG6	14586712	14591360
Group_670_4	013298	tcf3a	transcription factor 3a [Source:ZFIN%3BAcc:ZDB-GENE-990415-51]	chrLG6	14595978	14612092
Group_121_7	013299	lingo3	leucine rich repeat and Ig domain containing 3 [Source:HGNC Symbol%3BAcc:HGNC:21206]	chrLG6	14652706	14654834
Group_1158_1	013301	cabz01112877.1	unknown	chrLG6	14756982	14761689
Group_6210_0	013307	sugp1	SURP and G-patch domain containing 1	chrLG6	14830662	14835480
Group_21_19	013308	stk11	serine/threonine kinase 11	chrLG6	14842458	14856199
Group_5987_0	013309	armc6	armadillo repeat containing 6	chrLG6	14906283	14909945
Group_170_10	013310	slc25a42	solute carrier family 25%2C member 42 [Source:ZFIN%3BAcc:ZDB-GENE-060825-313]	chrLG6	14913274	14915251
Group_1141_0	013313	pde4dip	phosphodiesterase 4D interacting protein%2C transcript variant X1	chrLG6	15054896	15070828
Group_1169_1	013314	fam102ba	family with sequence similarity 102%2C member B%2C a [Source:ZFIN%3BAcc:ZDB-GENE-060616-312]	chrLG6	15086277	15093930
Group_6391_0	013315	prpf38b	pre-mRNA processing factor 38B	chrLG6	15095363	15098761
Group_1357_0	013316	gpsm2	G-protein signaling modulator 2%2C transcript variant X1	chrLG6	15144645	15147798
Group_9362_0	013317	loc107384456		chrLG6	15219810	15220624
Group_505_3	013318	vwa5b2	von Willebrand factor A domain containing 5B2	chrLG6	15262378	15271767
Group_1623_1	013322	map6d1	MAP6 domain containing 1	chrLG6	15376120	15381049
Group_337_1	013323	cul3	cullin 3 [Source:HGNC Symbol%3BAcc:HGNC:2553]	chrLG6	15528314	15535484
Group_287_2	013324	ap1s3b	adaptor-related protein complex 1%2C sigma 3 subunit%2C b [Source:ZFIN%3BAcc:ZDB-GENE-040912-62]	chrLG6	15540944	15541662
Group_103_17	013327	hcn2	hyperpolarization activated cyclic nucleotide gated potassium channel 2 [Source:HGNC Symbol%3BAcc:HGNC:4846]	chrLG6	14789758	14815820
Group_848_0	013328	rnf126	ring finger protein 126 [Source:ZFIN%3BAcc:ZDB-GENE-070209-292]	chrLG6	14822386	14829498
Group_1364_1	013330	gatad2a	GATA zinc finger domain containing 2A [Source:HGNC Symbol%3BAcc:HGNC:29989]	chrLG6	14886368	14893081
Group_1603_1	013331	zgc:85843	zgc:85843 [Source:ZFIN%3BAcc:ZDB-GENE-040426-2362]	chrLG6	15023560	15025855
Group_1580_1	013332	prkab2	protein kinase AMP-activated non-catalytic subunit beta 2 [Source:HGNC Symbol%3BAcc:HGNC:9379]	chrLG6	15075176	15077570
Group_170_1	013333	slc25a24	solute carrier family 25 (mitochondrial carrier%3B phosphate carrier)%2C member 24 [Source:ZFIN%3BAcc:ZDB-GENE-040912-183]	chrLG6	15081062	15084293
Group_531_5	013335	camsap2b	calmodulin regulated spectrin-associated protein family%2C member 2b [Source:ZFIN%3BAcc:ZDB-GENE-070912-80]	chrLG6	15158638	15183016
Group_7765_0	013338	cu929150.2	unknown	chrLG6	15234550	15236907
Group_42_32	013339	chrng	cholinergic receptor nicotinic gamma subunit	chrLG6	15238210	15243156
Group_2_57	013340	prss56	protease%2C serine 56	chrLG6	15245775	15249868
Group_6085_0	013341	alg3	ALG3%2C alpha-1%2C3- mannosyltransferase	chrLG6	15273085	15276277
Group_5062_0	013342	yeats2	YEATS domain containing 2%2C transcript variant X2	chrLG6	15383284	15397489
Group_13_23	013343	klhl24	kelch like family member 24	chrLG6	15401424	15412978
Group_21_25	013345	pask	PAS domain containing serine/threonine kinase%2C transcript variant X1	chrLG6	15422076	15428956
Group_658_1	013346	kcnab1b	potassium voltage-gated channel%2C shaker-related subfamily%2C beta member 1 b [Source:ZFIN%3BAcc:ZDB-GENE-070912-690]	chrLG6	15431361	15453840
Group_53_2	013347	rap2b	RAP2B%2C member of RAS oncogene family [Source:ZFIN%3BAcc:ZDB-GENE-040426-2818]	chrLG6	15476023	15476571
Group_763_1	013348	mbnl1	muscleblind-like splicing regulator 1 [Source:ZFIN%3BAcc:ZDB-GENE-060929-704]	chrLG6	15480311	15500596
Group_5764_0	013350	scg2b	secretogranin II (chromogranin C)%2C b [Source:ZFIN%3BAcc:ZDB-GENE-061103-160]	chrLG6	15543905	15545686
Group_229_6	013351	acsl3b	acyl-CoA synthetase long-chain family member 3b [Source:ZFIN%3BAcc:ZDB-GENE-030131-492]	chrLG6	15560955	15565815
Group_88_2	013355	loc107384021		chrLG6	15620236	15625155
Group_2839_1	013361	nyap2	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2 [Source:HGNC Symbol%3BAcc:HGNC:29291]	chrLG6	16102612	16115359
Group_30_28	013365	arl14	ADP-ribosylation factor-like 14 [Source:ZFIN%3BAcc:ZDB-GENE-070705-288]	chrLG6	16282926	16283531
Group_32_6	013366	tnw	tenascin W [Source:ZFIN%3BAcc:ZDB-GENE-990415-262]	chrLG6	16469661	16492860
Group_2127_0	013372	rc3h1b	ring finger and CCCH-type domains 1b [Source:ZFIN%3BAcc:ZDB-GENE-060503-79]	chrLG6	16231301	16241482
Group_284_6	013373	zp3b	zona pellucida glycoprotein 3b [Source:ZFIN%3BAcc:ZDB-GENE-031124-2]	chrLG6	16285944	16288720
Group_1995_1	013374	ptch2	patched 2 [Source:ZFIN%3BAcc:ZDB-GENE-980526-44]	chrLG6	16337494	16359552
Group_6161_0	013375	eif2b3	eukaryotic translation initiation factor 2B subunit gamma	chrLG6	16372762	16389880
Group_21_39	013376	plk3	polo like kinase 3	chrLG6	16441011	16446215
Group_7381_0	013378	mrps14	mitochondrial ribosomal protein S14	chrLG6	16450618	16452534
Group_32_7	013379	tnr	tenascin R%2C transcript variant X2	chrLG6	16519798	16578476
Group_1562_0	013382	amotl2b	angiomotin like 2b [Source:ZFIN%3BAcc:ZDB-GENE-061103-307]	chrLG6	16757489	16762522
Group_4_65	013384	rab6bb	RAB6B%2C member RAS oncogene family b [Source:ZFIN%3BAcc:ZDB-GENE-050320-28]	chrLG6	16785497	16790541
Group_1435_3	013385	espnlb	espin-like b [Source:ZFIN%3BAcc:ZDB-GENE-070912-481]	chrLG6	16791495	16793803
Group_2541_1	013388	agxtb	alanine-glyoxylate aminotransferase b [Source:ZFIN%3BAcc:ZDB-GENE-010302-3]	chrLG6	16824970	16827714
Group_311_1	013390	elovl1a	ELOVL fatty acid elongase 1a [Source:ZFIN%3BAcc:ZDB-GENE-041010-66]	chrLG6	16842213	16845773
Group_5261_0	013391	ppp1r7	protein phosphatase 1 regulatory subunit 7%2C transcript variant X1	chrLG6	16862698	16866666
Group_7340_0	013392	ubxn7	UBX domain protein 7%2C transcript variant X1	chrLG6	16869010	16875710
Group_1119_2	013394	eif4g1a	eukaryotic translation initiation factor 4 gamma%2C 1a [Source:ZFIN%3BAcc:ZDB-GENE-070112-702]	chrLG6	16890838	16907327
Group_463_4	013396	loc107383966		chrLG6	16941862	16944145
Group_148_5	013397	slc12a9	solute carrier family 12 member 9 [Source:HGNC Symbol%3BAcc:HGNC:17435]	chrLG6	16965405	16972372
Group_986_3	013398	per2	period circadian clock 2 [Source:ZFIN%3BAcc:ZDB-GENE-011220-2]	chrLG6	16981668	16998651
Group_8667_0	013400	si:dkey-225f23.3	si:dkey-225f23.3 [Source:ZFIN%3BAcc:ZDB-GENE-070705-385]	chrLG6	17037198	17040599
