Group_Id	Gene_Symbol	Gene_Name	AAU	CTO	NOR	PLP
Group_2747_0	tmem170a	transmembrane protein 170A [Source:ZFIN%3BAcc:ZDB-GENE-040426-1622]	007721	017110	008661	016364
Group_2748_0	copz2	coatomer protein complex%2C subunit zeta 2 [Source:ZFIN%3BAcc:ZDB-GENE-000406-5]	000943	005572	013772	007281
Group_2748_1	copz1	coatomer protein complex subunit zeta 1%2C transcript variant X1	025924	009429	015441	011703
Group_2749_0	rnf175	ring finger protein 175 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1104]	013992	012860	009898	005950
Group_2749_1	rnf121	ring finger protein 121	013671	029358	018124	018282
Group_275_2	itih2	inter-alpha-trypsin inhibitor heavy chain 2	017869	008086	019523	021118
Group_275_3	itih5	inter-alpha-trypsin inhibitor heavy chain family member 5%2C transcript variant X1	017865	008071	019526	021123
Group_2751_0	uhrf2	ubiquitin like with PHD and ring finger domains 2	026437	007185	009696	012537
Group_2751_1	uhrf1	ubiquitin like with PHD and ring finger domains 1%2C transcript variant X2	014916	011123	026811	017095
Group_2752_0	tmub1	transmembrane and ubiquitin like domain containing 1%2C transcript variant X1	027790	016904	019690	006838
Group_2752_1	tmub2	transmembrane and ubiquitin like domain containing 2	029576	019915	001244	001254
Group_2753_0	pum2	pumilio RNA binding family member 2	011424	007807	000916	017288
Group_2753_1	pum1	pumilio RNA binding family member 1	028611	026904	024362	007101
Group_2754_0	pdgfd	platelet derived growth factor D	019291	001935	025312	010534
Group_2754_1	pdgfc	platelet derived growth factor C%2C transcript variant X1	029965	011089	031339	006332
Group_2755_0	gpr63	G protein-coupled receptor 63	028092	008125	018644	003270
Group_2756_0	cnot3b	CCR4-NOT transcription complex%2C subunit 3b [Source:ZFIN%3BAcc:ZDB-GENE-030131-5838]	013083	017822	021686	016773
Group_2756_1	cnot3a	CCR4-NOT transcription complex%2C subunit 3a [Source:ZFIN%3BAcc:ZDB-GENE-040927-6]	029781	029775	031385	016049
Group_2757_0	alg13	ALG13%2C UDP-N-acetylglucosaminyltransferase subunit [Source:ZFIN%3BAcc:ZDB-GENE-060307-1]	003226	023058	012351	005949
Group_2757_1	otud4	OTU deubiquitinase 4	007500	022352	011005	012800
Group_2758_1	hnrpkl	heterogeneous nuclear ribonucleoprotein K%2C like [Source:ZFIN%3BAcc:ZDB-GENE-040426-1923]	000681	010062	029102	002959
Group_2759_1	lifra	leukemia inhibitory factor receptor alpha a [Source:ZFIN%3BAcc:ZDB-GENE-050327-16]	015270	021780	008305	010316
Group_276_2	dtx1	deltex 1%2C transcript variant X3	024191	005706	011412	007760
Group_276_3	loc107378571		026249	015488	006060	001478
Group_276_6	zgc:66440	zgc:66440 [Source:ZFIN%3BAcc:ZDB-GENE-040426-1640]	013859	021299	012505	011849
Group_276_10	dtx2	deltex 2%2C E3 ubiquitin ligase%2C transcript variant X1	007376	004814	013815	014504
Group_2760_0	pi4kb	phosphatidylinositol 4-kinase beta	018629	012171	006356	006506
Group_2760_1	pi4kb	phosphatidylinositol 4-kinase%2C catalytic%2C beta [Source:ZFIN%3BAcc:ZDB-GENE-061013-96]	009886	003175	027085	009212
Group_2761_0	ppm1da	protein phosphatase%2C Mg2+/Mn2+ dependent%2C 1Da [Source:ZFIN%3BAcc:ZDB-GENE-040426-815]	017587	022097	004846	018365
Group_2761_1	ppm1db	protein phosphatase%2C Mg2+/Mn2+ dependent%2C 1Db [Source:ZFIN%3BAcc:ZDB-GENE-041114-27]	003486	028136	028373	018038
Group_2762_0	sec14l7	SEC14-like lipid binding 7 [Source:ZFIN%3BAcc:ZDB-GENE-141216-145]	022534	021470	029628	002836
Group_2762_1	sec14l8	SEC14-like lipid binding 8 [Source:ZFIN%3BAcc:ZDB-GENE-060526-180]	017804	013724	015596	007011
Group_2763_1	ferd3l	Fer3-like bHLH transcription factor	002411	005474	004719	008306
Group_2764_0	smarce1	SWI/SNF related%2C matrix associated%2C actin dependent regulator of chromatin%2C subfamily e%2C member 1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-967]	000940	001715	030656	001014
Group_2764_1	smarce1	SWI/SNF related%2C matrix associated%2C actin dependent regulator of chromatin%2C subfamily e%2C member 1%2C transcript variant X1	019911	027302	003844	014902
Group_2765_0	fam53b	family with sequence similarity 53%2C member B [Source:ZFIN%3BAcc:ZDB-GENE-040426-2495]	015505	028251	001672	024910
Group_2765_1	fam53b	family with sequence similarity 53 member B [Source:HGNC Symbol%3BAcc:HGNC:28968]	020919	022846	011756	009348
Group_2766_0	puf60	poly(U) binding splicing factor 60KDa%2C transcript variant X1	005100	004183	020316	003786
Group_2768_0	lhfpl2a	lipoma HMGIC fusion partner-like 2a [Source:ZFIN%3BAcc:ZDB-GENE-040426-1839]	016926	002052	014023	018703
Group_2768_1	lhfpl2b	lipoma HMGIC fusion partner-like 2b [Source:ZFIN%3BAcc:ZDB-GENE-050417-10]	015263	021783	008302	010312
Group_2769_0	rnf6	ring finger protein (C3H2C3 type) 6%2C transcript variant X1	002843	004096	020458	025776
Group_277_0	usp36	ubiquitin specific peptidase 36%2C transcript variant X1	017379	012362	010488	009704
Group_277_1	usp42	ubiquitin specific peptidase 42%2C transcript variant X2	024149	001273	011637	004974
Group_277_5	usp12a	ubiquitin specific peptidase 12a [Source:ZFIN%3BAcc:ZDB-GENE-060228-3]	002841	004094	020460	001817
Group_277_6	usp46	ubiquitin specific peptidase 46%2C transcript variant X1	007305	022208	004139	011992
Group_277_8	usp22	ubiquitin specific peptidase 22 [Source:ZFIN%3BAcc:ZDB-GENE-060512-211]	015997	015005	026644	021339
Group_277_9	usp22	ubiquitin specific peptidase 22 [Source:ZFIN%3BAcc:ZDB-GENE-060512-211]	008544	003588	014095	023750
Group_2771_0	cda	cytidine deaminase	012104	004624	007654	005617
Group_2773_0	unknown		005894	015412	023079	021383
Group_2773_1	pik3ap1	phosphoinositide-3-kinase adaptor protein 1	030134	001517	030128	019271
Group_2774_0	rftn1a	raftlin%2C lipid raft linker 1a [Source:ZFIN%3BAcc:ZDB-GENE-060503-293]	007119	005514	006698	019934
Group_2774_1	rftn1	raftlin%2C lipid raft linker 1	003022	001889	023779	023652
Group_2775_1	alyref	Aly/REF export factor [Source:ZFIN%3BAcc:ZDB-GENE-070928-29]	001336	014348	017533	024445
Group_2776_0	rps17	ribosomal protein S17	026584	019487	004529	022472
Group_2776_2	zgc:114188	zgc:114188 [Source:ZFIN%3BAcc:ZDB-GENE-050320-15]	020771	018126	004782	021845
Group_2777_0	hepacam	hepatic and glial cell adhesion molecule [Source:HGNC Symbol%3BAcc:HGNC:26361]	008832	029351	006383	011203
Group_2777_1	hepacama	hepatic and glial cell adhesion molecule a [Source:ZFIN%3BAcc:ZDB-GENE-050522-198]	021537	012672	005330	018105
Group_2778_0	bokb	BCL2-related ovarian killer b [Source:ZFIN%3BAcc:ZDB-GENE-040426-1346]	026097	011692	012727	013408
Group_2779_0	slc25a38a	solute carrier family 25%2C member 38a [Source:ZFIN%3BAcc:ZDB-GENE-060929-320]	024289	009385	026627	023813
Group_2779_1	slc25a38b	solute carrier family 25%2C member 38b [Source:ZFIN%3BAcc:ZDB-GENE-110214-1]	025871	010300	022826	019284
Group_278_0	eef1a1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol%3BAcc:HGNC:3189]	004752	018556	016330	014888
Group_278_3	tufm	Tu translation elongation factor%2C mitochondrial	004640	004524	013899	020985
Group_278_4	hbs1l	HBS1 like translational GTPase%2C transcript variant X1	022476	021048	016538	006256
Group_278_5	gspt1l	G1 to S phase transition 1%2C like [Source:ZFIN%3BAcc:ZDB-GENE-030131-4009]	003391	028765	019906	017856
Group_2780_0	slc25a15b	solute carrier family 25 (mitochondrial carrier%3B ornithine transporter) member 15b [Source:ZFIN%3BAcc:ZDB-GENE-060526-35]	029109	017319	030936	018271
Group_2780_1	slc25a15a	solute carrier family 25 (mitochondrial carrier%3B ornithine transporter) member 15a [Source:ZFIN%3BAcc:ZDB-GENE-070112-1072]	021435	018761	016134	011434
Group_2783_0	cnot1	CCR4-NOT transcription complex subunit 1%2C transcript variant X1	020781	013808	007524	021777
Group_2784_1	ildr1b	immunoglobulin-like domain containing receptor 1b [Source:ZFIN%3BAcc:ZDB-GENE-040912-72]	029201	000427	029904	009603
Group_2786_0	loc107382114		005250	019548	023795	022480
Group_2786_1	ccbe1	collagen and calcium binding EGF domains 1%2C transcript variant X1	014056	010081	026074	002951
Group_2787_2	trim8b	tripartite motif containing 8b [Source:ZFIN%3BAcc:ZDB-GENE-030131-4325]	017440	025995	027654	019424
Group_2788_1	lims2	LIM and senescent cell antigen-like domains 2 [Source:ZFIN%3BAcc:ZDB-GENE-050522-56]	009818	024811	017327	015645
Group_2789_0	slc39a13	solute carrier family 39 member 13	004921	017563	025100	015677
Group_279_0	sim1	single-minded family bHLH transcription factor 1 [Source:HGNC Symbol%3BAcc:HGNC:10882]	002245	007799	024477	017282
Group_279_1	sim1a	single-minded family bHLH transcription factor 1a [Source:ZFIN%3BAcc:ZDB-GENE-020829-1]	003620	001241	027060	017248
Group_279_2	npas3	neuronal PAS domain protein 3%2C transcript variant X1	014793	024163	015850	011185
Group_279_3	npas1	neuronal PAS domain protein 1	021517	007396	017627	015349
Group_279_5	hif1al	hypoxia-inducible factor 1%2C alpha subunit%2C like [Source:ZFIN%3BAcc:ZDB-GENE-040426-1315]	016026	023546	030857	008412
Group_279_6	hif1aa	hypoxia inducible factor 1%2C alpha subunit (basic helix-loop-helix transcription factor) a [Source:ZFIN%3BAcc:ZDB-GENE-080917-55]	003752	027079	015093	010690
Group_279_7	epas1b	endothelial PAS domain protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-060607-11]	000613	001909	007146	004126
Group_279_8	epas1	endothelial PAS domain protein 1	014891	019598	003130	013108
Group_2790_0	wdr95	WD40 repeat domain 95 [Source:ZFIN%3BAcc:ZDB-GENE-131127-243]	000160	016362	001191	000523
Group_2791_0	tuft1b	tuftelin 1b [Source:ZFIN%3BAcc:ZDB-GENE-060503-150]	010240	016842	010666	006597
Group_2791_1	tuft1a	tuftelin 1a [Source:ZFIN%3BAcc:ZDB-GENE-061103-184]	022856	027479	012119	008801
Group_2792_0	exoc3l2b	exocyst complex component 3-like 2b [Source:ZFIN%3BAcc:ZDB-GENE-100728-5]	025186	018216	017106	025820
Group_2792_1	exoc3l2a	exocyst complex component 3-like 2a [Source:ZFIN%3BAcc:ZDB-GENE-060526-343]	010116	020870	024743	017514
Group_2793_0	szt2	seizure threshold 2 homolog (mouse)%2C transcript variant X1	016500	024247	012458	014086
Group_2794_0	entpd7	ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol%3BAcc:HGNC:19745]	024742	025648	024024	019536
Group_2794_1	entpd4	ectonucleoside triphosphate diphosphohydrolase 4%2C transcript variant X1	008126	005815	029072	000130
Group_2795_0	myct1a	myc target 1a [Source:ZFIN%3BAcc:ZDB-GENE-041001-143]	015538	021395	028969	017196
Group_2796_0	gcshb	glycine cleavage system protein H (aminomethyl carrier)%2C b [Source:ZFIN%3BAcc:ZDB-GENE-040718-319]	007587	013968	030958	023845
Group_2796_1	gcsha	glycine cleavage system protein H (aminomethyl carrier)%2C a [Source:ZFIN%3BAcc:ZDB-GENE-050320-18]	025750	014694	005472	012384
Group_2797_0	setd8b	SET domain containing (lysine methyltransferase) 8b [Source:ZFIN%3BAcc:ZDB-GENE-071004-17]	028579	029165	030244	001353
Group_2797_1	setd8a	SET domain containing (lysine methyltransferase) 8a [Source:ZFIN%3BAcc:ZDB-GENE-060825-37]	016891	019935	016299	016476
Group_28_1	loc107379911		030299	018186	022269	019008
Group_28_6	loc107390229		027858	019301	027274	010853
Group_28_12	loc107389424		023014	003112	020764	004916
Group_28_17	loc107389422		023018	003116	020771	000082
Group_280_0	si:dkey-180p18.9	si:dkey-180p18.9 [Source:ZFIN%3BAcc:ZDB-GENE-041210-132]	024610	013157	022121	002142
Group_280_1	akr1b1	aldo-keto reductase family 1%2C member B1 (aldose reductase) [Source:ZFIN%3BAcc:ZDB-GENE-040625-7]	024597	013165	022110	002157
Group_280_2	akr1d1	aldo-keto reductase family 1 member D1 [Source:HGNC Symbol%3BAcc:HGNC:388]	030667	000353	006550	008235
Group_280_4	akr1a1b	aldo-keto reductase family 1%2C member A1b (aldehyde reductase) [Source:ZFIN%3BAcc:ZDB-GENE-050417-118]	012552	024943	026479	006789
Group_280_5	akr1a1a	aldo-keto reductase family 1%2C member A1a (aldehyde reductase) [Source:ZFIN%3BAcc:ZDB-GENE-040808-44]	005470	011410	025623	018512
Group_280_6	zgc:110366	zgc:110366 [Source:ZFIN%3BAcc:ZDB-GENE-050417-302]	026126	020750	024577	013363
Group_280_7	zgc:101765	zgc:101765 [Source:ZFIN%3BAcc:ZDB-GENE-041010-156]	008065	025886	025048	021353
Group_2800_0	snx4	sorting nexin 4 [Source:ZFIN%3BAcc:ZDB-GENE-030131-1923]	010970	004223	010195	010830
Group_2801_0	si:dkey-261i16.5	si:dkey-261i16.5 [Source:ZFIN%3BAcc:ZDB-GENE-060503-68]	014543	022259	017610	006051
Group_2801_1	nrsn1	neurensin 1	019057	010503	016312	016398
Group_2802_0	ntmt1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	019872	029822	016748	025237
Group_2802_1	mettl11b	methyltransferase like 11B [Source:ZFIN%3BAcc:ZDB-GENE-081104-175]	028049	021279	029046	016868
Group_2804_0	sirt5	sirtuin 5 [Source:HGNC Symbol%3BAcc:HGNC:14933]	003594	006565	030189	013471
Group_2804_1	sirt5	sirtuin 5%2C transcript variant X1	006843	027970	000334	016917
Group_2805_0	lipea	lipase%2C hormone-sensitive a [Source:ZFIN%3BAcc:ZDB-GENE-060503-734]	012820	030473	021331	025244
Group_2805_1	lipeb	lipase%2C hormone-sensitive b [Source:ZFIN%3BAcc:ZDB-GENE-100921-71]	022953	028358	025969	015914
Group_2806_0	hn1a	hematological and neurological expressed 1a [Source:ZFIN%3BAcc:ZDB-GENE-070410-142]	010527	010781	014438	006720
Group_2806_1	hn1b	hematological and neurological expressed 1b [Source:ZFIN%3BAcc:ZDB-GENE-030131-2784]	006570	019056	009749	010095
Group_2807_0	tmx2a	thioredoxin-related transmembrane protein 2a [Source:ZFIN%3BAcc:ZDB-GENE-050208-95]	002696	007559	002744	020289
Group_2807_1	tmx2b	thioredoxin-related transmembrane protein 2b [Source:ZFIN%3BAcc:ZDB-GENE-040625-105]	013240	020164	014353	018828
Group_2809_0	cbsb	cystathionine-beta-synthase b [Source:ZFIN%3BAcc:ZDB-GENE-021030-3]	014220	007031	002204	014452
Group_281_0	cyr61	cysteine rich angiogenic inducer 61	021216	008493	009635	016956
Group_281_2	si:ch211-106h11.3	si:ch211-106h11.3 [Source:ZFIN%3BAcc:ZDB-GENE-050208-296]	024274	009371	026633	000754
Group_281_6	ctgfa	connective tissue growth factor a [Source:ZFIN%3BAcc:ZDB-GENE-030131-102]	010871	024626	014618	009622
Group_281_8	wisp3	WNT1 inducible signaling pathway protein 3	006600	029945	027703	000491
Group_281_9	wisp1b	WNT1 inducible signaling pathway protein 1b [Source:ZFIN%3BAcc:ZDB-GENE-080220-16]	019727	026844	010357	008296
Group_2810_2	loc107378961		003630	011869	001998	008387
Group_2810_3	loc107378960		003631	011870	020086	008386
Group_2811_0	cipca	CLOCK-interacting pacemaker a [Source:ZFIN%3BAcc:ZDB-GENE-120928-5]	003810	027044	018777	023866
Group_2812_0	creb3l1	cAMP responsive element binding protein 3-like 1%2C transcript variant X1	029225	013415	005067	008544
Group_2812_1	creb3l2	cAMP responsive element binding protein 3-like 2	029814	008093	005944	013940
Group_2813_0	calca	calcitonin related polypeptide alpha [Source:HGNC Symbol%3BAcc:HGNC:1437]	023196	026641	002642	008155
Group_2814_0	arpc5b	actin related protein 2/3 complex%2C subunit 5B [Source:ZFIN%3BAcc:ZDB-GENE-040120-7]	021164	008458	007926	017016
Group_2816_1	ufsp2	UFM1-specific peptidase 2	025481	015216	024171	014333
Group_2817_1	abhd6b	abhydrolase domain containing 6b [Source:ZFIN%3BAcc:ZDB-GENE-070410-104]	008467	016971	004951	011637
Group_2818_0	wfs1a	Wolfram syndrome 1a (wolframin) [Source:ZFIN%3BAcc:ZDB-GENE-080225-11]	026660	022780	013845	001705
Group_2818_1	wfs1b	Wolfram syndrome 1b (wolframin) [Source:ZFIN%3BAcc:ZDB-GENE-050809-19]	002726	007605	022400	020331
Group_2819_0	gramd4b	GRAM domain containing 4b [Source:ZFIN%3BAcc:ZDB-GENE-030131-4780]	012654	004909	012184	011164
Group_2819_1	gramd4a	GRAM domain containing 4a [Source:ZFIN%3BAcc:ZDB-GENE-041210-211]	024653	022525	030980	020025
Group_282_0	enpp2	ectonucleotide pyrophosphatase/phosphodiesterase 2%2C transcript variant X1	022762	022508	030511	008960
Group_282_1	enpp5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)%2C transcript variant X1	004723	013515	008067	020967
Group_282_2	enpp4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)%2C transcript variant X1	018289	018300	029835	013977
Group_282_3	enpp6	ectonucleotide pyrophosphatase/phosphodiesterase 6	004491	026230	030268	010273
Group_282_4	enpp7.2	ectonucleotide pyrophosphatase/phosphodiesterase 7%2C tandem duplicate 2 [Source:ZFIN%3BAcc:ZDB-GENE-130531-2]	012216	011221	030738	014722
Group_282_6	enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:ZFIN%3BAcc:ZDB-GENE-040724-172]	011455	007861	007850	000005
Group_282_7	loc107394417		029136	017814	031514	016783
Group_2821_0	dpp9	dipeptidyl peptidase 9%2C transcript variant X1	014930	011113	031460	017082
Group_2822_0	skap1	src kinase associated phosphoprotein 1	008254	009760	001744	012944
Group_2822_1	skap2	src kinase associated phosphoprotein 2 [Source:ZFIN%3BAcc:ZDB-GENE-030616-438]	013677	025508	016239	006657
Group_2823_0	prkcsh	protein kinase C substrate 80K-H%2C transcript variant X1	027480	019757	005894	020599
Group_2824_1	glud1b	glutamate dehydrogenase 1b [Source:ZFIN%3BAcc:ZDB-GENE-030828-1]	026155	019597	003131	013107
Group_2826_1	sumf1	sulfatase modifying factor 1	007774	017119	022442	023103
Group_2827_1	med26	mediator complex subunit 26 [Source:HGNC Symbol%3BAcc:HGNC:2376]	029006	015642	009545	024006
Group_2828_0	tdp2	tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol%3BAcc:HGNC:17768]	027212	003152	026185	022309
Group_2828_1	tdp2b	tyrosyl-DNA phosphodiesterase 2b [Source:ZFIN%3BAcc:ZDB-GENE-050816-1]	010185	026937	021869	007069
Group_2829_0	glrx5	glutaredoxin 5	012406	016031	011958	003205
Group_2829_1	glrx3	glutaredoxin 3	015682	018967	005793	023604
Group_283_2	mafba	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog Ba [Source:ZFIN%3BAcc:ZDB-GENE-980526-515]	023799	012735	017218	011757
Group_283_5	mafk	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K	030566	019780	009161	013793
Group_283_6	mafg	MAF bZIP transcription factor G [Source:HGNC Symbol%3BAcc:HGNC:6781]	030502	015035	031622	009683
Group_283_7	nrl	neural retina leucine zipper [Source:ZFIN%3BAcc:ZDB-GENE-050729-1]	030466	030258	006302	001321
Group_283_8	maf	MAF bZIP transcription factor [Source:HGNC Symbol%3BAcc:HGNC:6776]	007560	023124	018440	020444
Group_2830_0	zgc:163098	zgc:163098 [Source:ZFIN%3BAcc:ZDB-GENE-070410-141]	012530	017256	013297	018211
Group_2830_1	u2surp	U2 snRNP-associated SURP domain containing%2C transcript variant X1	002907	002936	016620	007058
Group_2831_0	zgc:136971	zgc:136971 [Source:ZFIN%3BAcc:ZDB-GENE-060421-3674]	021272	028575	029210	023357
Group_2831_1	apeh	acylaminoacyl-peptide hydrolase [Source:ZFIN%3BAcc:ZDB-GENE-030131-9870]	023808	009472	007687	011641
Group_2832_0	dcp1b	decapping mRNA 1B%2C transcript variant X1	024538	001195	023324	025327
Group_2833_2	tsg101a	tumor susceptibility 101a [Source:ZFIN%3BAcc:ZDB-GENE-030217-1]	003421	015325	004497	021796
Group_2834_1	atg9b	autophagy related 9B [Source:ZFIN%3BAcc:ZDB-GENE-091111-3]	012282	006586	015218	024385
Group_2835_1	samm50l	sorting and assembly machinery component 50 homolog%2C like [Source:ZFIN%3BAcc:ZDB-GENE-041114-30]	028782	002971	027374	023725
Group_2836_1	ndufs1	NADH dehydrogenase (ubiquinone) Fe-S protein 1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-478]	014696	013413	030096	024138
Group_2837_0	nkiras1	NFKB inhibitor interacting Ras-like 1 [Source:ZFIN%3BAcc:ZDB-GENE-040718-215]	002346	003887	021736	020866
Group_2837_1	nkiras2	NFKB inhibitor interacting Ras-like 2	030475	011289	012972	013889
Group_2838_0	tmem266	transmembrane protein 266	007983	014879	030144	009825
Group_2838_1	tmem266	transmembrane protein 266 [Source:HGNC Symbol%3BAcc:HGNC:26763]	001128	017769	014725	013709
Group_2839_1	nyap2	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2 [Source:HGNC Symbol%3BAcc:HGNC:29291]	000155	020748	024575	013361
Group_284_0	loc107381092		016238	026750	003889	008514
Group_284_1	zp3a.1	zona pellucida glycoprotein 3a%2C tandem duplicate 1 [Source:ZFIN%3BAcc:ZDB-GENE-040727-1]	019589	014184	007621	024867
Group_284_3	zp3c	zona pellucida glycoprotein 3c [Source:ZFIN%3BAcc:ZDB-GENE-060817-5]	002557	008605	028471	005553
Group_284_5	si:ch211-67f13.7	si:ch211-67f13.7 [Source:ZFIN%3BAcc:ZDB-GENE-090313-126]	023448	028865	028032	007338
Group_284_6	zp3b	zona pellucida glycoprotein 3b [Source:ZFIN%3BAcc:ZDB-GENE-031124-2]	026116	020771	024592	013373
Group_284_7	loc107376593		006566	019052	031076	024603
Group_2840_0	rnf5	ring finger protein 5%2C E3 ubiquitin protein ligase	022269	012152	015499	025201
Group_2840_1	rnf185	ring finger protein 185%2C transcript variant X1	022028	007205	015660	012581
Group_2842_0	wbp2nl	WBP2 N-terminal like	012939	018409	024955	004392
Group_2843_0	tmem222b	transmembrane protein 222b [Source:ZFIN%3BAcc:ZDB-GENE-090303-4]	019671	026419	024880	018772
Group_2843_1	tmem222a	transmembrane protein 222a [Source:ZFIN%3BAcc:ZDB-GENE-050306-17]	029379	025411	031604	002531
Group_2844_0	dok7	docking protein 7 [Source:HGNC Symbol%3BAcc:HGNC:26594]	000702	020719	003767	009546
Group_2845_0	gnpda2	glucosamine-6-phosphate deaminase 2	020104	007103	015742	021627
Group_2845_1	gnpda1	glucosamine-6-phosphate deaminase 1 [Source:ZFIN%3BAcc:ZDB-GENE-050417-417]	025619	008659	028119	016164
Group_2846_0	si:dkey-162b23.4	si:dkey-162b23.4 [Source:ZFIN%3BAcc:ZDB-GENE-110411-203]	025514	029285	030593	014435
Group_2847_0	fam8a1b	family with sequence similarity 8%2C member A1b [Source:ZFIN%3BAcc:ZDB-GENE-050410-14]	022755	025552	012027	015785
Group_2847_1	fam8a1a	family with sequence similarity 8%2C member A1a [Source:ZFIN%3BAcc:ZDB-GENE-141216-66]	000949	029740	021884	012428
Group_2848_0	adoa	2-aminoethanethiol (cysteamine) dioxygenase a [Source:ZFIN%3BAcc:ZDB-GENE-041212-62]	028132	003132	008959	021236
Group_2848_1	adob	2-aminoethanethiol (cysteamine) dioxygenase b [Source:ZFIN%3BAcc:ZDB-GENE-040426-2267]	003944	021243	004147	025080
Group_2849_0	gpr155a	G protein-coupled receptor 155a [Source:ZFIN%3BAcc:ZDB-GENE-100922-89]	004328	004333	028911	011010
Group_2849_1	gpr155b	G protein-coupled receptor 155b [Source:ZFIN%3BAcc:ZDB-GENE-110815-2]	029408	009029	030324	004081
Group_285_0	ywhab	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:HGNC Symbol%3BAcc:HGNC:12849]	027004	006043	026675	005936
Group_285_1	ywhaba	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein%2C beta polypeptide a [Source:ZFIN%3BAcc:ZDB-GENE-030131-6583]	008464	016973	004952	011751
Group_285_2	ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein%2C zeta polypeptide [Source:ZFIN%3BAcc:ZDB-GENE-030131-8554]	011175	002770	023971	024147
Group_285_4	ywhae	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon [Source:HGNC Symbol%3BAcc:HGNC:12851]	000554	007500	017854	001568
Group_285_9	ywhaqb	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein%2C theta polypeptide b [Source:ZFIN%3BAcc:ZDB-GENE-030131-7135]	003745	027084	015098	017181
Group_2850_0	loc107381699		029870	013053	012393	022394
Group_2850_1	kiaa0907	KIAA0907 ortholog%2C transcript variant X1	029778	027547	026008	024519
Group_2851_1	fam196a	family with sequence similarity 196 member A	020926	018691	018298	009357
Group_2852_0	hid1	HID1 domain containing%2C transcript variant X1	008499	003563	012439	012960
Group_2853_0	prss16	protease%2C serine 16 [Source:HGNC Symbol%3BAcc:HGNC:9480]	028228	009650	026522	009074
Group_2853_1	prss16	protease%2C serine%2C 16 (thymus) [Source:ZFIN%3BAcc:ZDB-GENE-070112-732]	002832	009059	030701	019619
Group_2854_1	nxnl1	nucleoredoxin-like 1 [Source:ZFIN%3BAcc:ZDB-GENE-070424-115]	015479	003267	002303	026017
Group_2855_1	si:ch211-173n18.3	si:ch211-173n18.3 [Source:ZFIN%3BAcc:ZDB-GENE-120215-62]	007760	017095	022430	023159
Group_2856_0	rbm25b	RNA binding motif protein 25b [Source:ZFIN%3BAcc:ZDB-GENE-030131-5547]	011440	007851	026177	024594
Group_2857_0	ppdpfa	pancreatic progenitor cell differentiation and proliferation factor a [Source:ZFIN%3BAcc:ZDB-GENE-030219-204]	017768	016685	028250	015540
Group_2857_1	ppdpfb	pancreatic progenitor cell differentiation and proliferation factor b [Source:ZFIN%3BAcc:ZDB-GENE-030131-8247]	021832	010439	029452	011082
Group_2858_0	pptc7a	PTC7 protein phosphatase homolog a [Source:ZFIN%3BAcc:ZDB-GENE-041114-74]	018423	004506	026954	013959
Group_2858_1	pptc7b	PTC7 protein phosphatase homolog b [Source:ZFIN%3BAcc:ZDB-GENE-081105-111]	022011	007219	003266	012596
Group_2859_0	clrn1	clarin 1 [Source:ZFIN%3BAcc:ZDB-GENE-040718-420]	009654	023624	022276	003615
Group_2859_1	clrn2	clarin 2 [Source:ZFIN%3BAcc:ZDB-GENE-061207-64]	006164	015534	017564	017755
Group_286_0	pde6b	phosphodiesterase 6B%2C cGMP-specific%2C rod%2C beta [Source:ZFIN%3BAcc:ZDB-GENE-090421-2]	021945	007287	010909	012709
Group_286_1	pde10a	phosphodiesterase 10A%2C transcript variant X1	022375	026112	025252	018875
Group_286_2	pde2a	phosphodiesterase 2A%2C transcript variant X2	021119	021657	007452	019785
Group_286_4	pde11a	phosphodiesterase 11A	004320	004355	028920	011004
Group_286_6	unknown		027841	001027	024123	019564
Group_286_8	pde6c	phosphodiesterase 6C	026031	025761	027811	019361
Group_286_9	pde6a	phosphodiesterase 6A%2C cGMP-specific%2C rod%2C alpha [Source:ZFIN%3BAcc:ZDB-GENE-030616-42]	011798	017557	029798	006370
Group_2860_0	tmem205	transmembrane protein 205%2C transcript variant X1	027382	009363	006230	004314
Group_2860_1	si:ch211-121a2.4	si:ch211-121a2.4 [Source:ZFIN%3BAcc:ZDB-GENE-070705-23]	020312	022230	024163	012190
