Loading gene coordinates...
Loading synonymous sites...
Loading non-synonymous sites...
Loading polymorphic sites...
Loading divergent sites...
Computing...
Group_5906_0 trappc1  have too few sites, skip
Group_2539_1 pthlha  have too few sites, skip
Group_1468_0 tmem110l  have too few sites, skip
Group_361_7 gata3  have too few sites, skip
Group_73_15 npy8ar  have too few sites, skip
Group_490_5 gsg1l2b  have too few sites, skip
Group_1027_0 dhrs7cb  have too few sites, skip
Group_384_4 srgap1b  have too few sites, skip
Group_33_19 cd9b  have too few sites, skip
Group_5508_0 dmtf1  have too few sites, skip
Group_4033_0 tmem243a  have too few sites, skip
Group_6991_0 dclre1c  have too few sites, skip
Group_3702_1 nrip2  have too few sites, skip
Group_5916_0 rps16  have too few sites, skip
Group_887_3 myf6  have too few sites, skip
Group_887_1 myf5  have too few sites, skip
Group_41_24 fo704715.1  have too few sites, skip
Group_3315_0-Group_3315_1 fam180a  have too few sites, skip
Group_15_19 mtpn  have too few sites, skip
Group_212_6 chrm2a  have too few sites, skip
Group_606_4 cd36  have too few sites, skip
Group_80_31 gnai1  have too few sites, skip
Group_6126_0 orc5  have too few sites, skip
Group_3474_1 pex26  have too few sites, skip
Group_702_3 ccnd2b  have too few sites, skip
Group_2689_1 tigarb  have too few sites, skip
Group_5513_0 fgf23  have too few sites, skip
Group_99_3 galnt8b.1  have too few sites, skip
Group_2290_0 cecr1b  have too few sites, skip
Group_2629_1 atp6v1e1b  have too few sites, skip
Group_849_3 si:dkey-257i7.5  have too few sites, skip
Group_2066_2 chpt1  have too few sites, skip
Group_2053_1 dram1  have too few sites, skip
Group_5273_0 ccdc53  have too few sites, skip
Group_4310_0 mcat  have too few sites, skip
Group_336_3 ttll1  have too few sites, skip
Group_4002_0 tymp  have too few sites, skip
Group_7801_0 lsm8  have too few sites, skip
Group_4088_0 pald1a  have too few sites, skip
Group_71_15 ndr2  have too few sites, skip
Group_1667_0 ppa1a  have too few sites, skip
Group_902_3 spock2  have too few sites, skip
Group_6052_0 ascc1  have too few sites, skip
Group_6051_0 anapc16  have too few sites, skip
Group_1175_0 ddit4  have too few sites, skip
Group_1034_1 dnajb12b  have too few sites, skip
Group_894_0 scd  have too few sites, skip
Group_2470_1 sec31b  have too few sites, skip
Group_6356_0 ndufb8  have too few sites, skip
Group_5531_0 fbxl15  have too few sites, skip
Group_569_1 lrit2  have too few sites, skip
Group_569_5 lrit1b  have too few sites, skip
Group_57_18 rgr  have too few sites, skip
Group_1206_0 slc18a3  have too few sites, skip
Group_1570_2 parg  have too few sites, skip
Group_169_7 zgc:174164  have too few sites, skip
Group_7336_0 ckap4  have too few sites, skip
Group_3917_0 apaf1  have too few sites, skip
Group_1754_2 tcp11l2  have too few sites, skip
Group_5555_0 si:ch211-244b2.1  have too few sites, skip
Group_7473_0 si:ch211-244b2.4  have too few sites, skip
Group_1821_1 epyc  have too few sites, skip
Group_231_12 kera  have too few sites, skip
Group_231_1 lum  have too few sites, skip
Group_231_6 dcn  have too few sites, skip
Group_404_3 bx322608.1  have too few sites, skip
Group_260_3 si:dkey-159a18.1  have too few sites, skip
Group_1588_1 impdh1b  have too few sites, skip
Group_3090_0 si:dkey-5i3.5  have too few sites, skip
Group_8590_0 loc107385714  have too few sites, skip
Group_477_2 loc107387923  have too few sites, skip
Group_1956_1 spop  have too few sites, skip
Group_1687_1 rundc3ab  have too few sites, skip
Group_754_4 fam117ab  have too few sites, skip
Group_96_9 pth1rb  have too few sites, skip
Group_4476_0 taco1  have too few sites, skip
Group_373_5 erbb2  have too few sites, skip
Group_5868_0 pgap3  have too few sites, skip
Group_1470_1 pkmyt1  have too few sites, skip
Group_2947_0 paqr4b  have too few sites, skip
Group_5646_0 pelo  have too few sites, skip
Group_147_2 ppp1cab  have too few sites, skip
Group_123_3 atp2a1l  have too few sites, skip
Group_178_13 sult1st6  have too few sites, skip
Group_7894_0 tctn3  have too few sites, skip
Group_6406_0 mto1  have too few sites, skip
Group_380_0 ckma  have too few sites, skip
Group_4638_0 kptn  have too few sites, skip
Group_146_0 crx  have too few sites, skip
Group_727_0 jam3  have too few sites, skip
Group_3856_0 snd1  have too few sites, skip
Group_33_25-Group_33_26 tspan11  have too few sites, skip
Group_374_0 prmt8  have too few sites, skip
Group_5859_0 ccdc59  have too few sites, skip
Group_413_1 parp11  have too few sites, skip
Group_29_9 slc6a12  have too few sites, skip
Group_29_17 slc6a1l  have too few sites, skip
Group_246_8 tnni1d  have too few sites, skip
Group_347_1 st8sia1  have too few sites, skip
Group_1658_1 mmd2b  have too few sites, skip
Group_2426_1 zgc:77849  have too few sites, skip
Group_355_4 scamp2l  have too few sites, skip
Group_6440_0 senp8  have too few sites, skip
Group_1189_0 chchd3a  have too few sites, skip
Group_4953_0 exoc4  have too few sites, skip
Group_6441_0 ucn3l  have too few sites, skip
Group_123_6 atp2b1a  have too few sites, skip
Group_7174_0 mest  have too few sites, skip
Group_6441_1 ucn3l  have too few sites, skip
Group_6962_0 nrf1  have too few sites, skip
Group_6612_0 zc3hc1  have too few sites, skip
Group_3020_1 klhdc10  have too few sites, skip
Group_0_91 loc107385273  have too few sites, skip
Group_1207_2 ninj2  have too few sites, skip
Group_2931_0 fbxl14  have too few sites, skip
Group_93_20 wnt5b  have too few sites, skip
Group_2225_1 phtf2  have too few sites, skip
Group_3270_1 tmem60  have too few sites, skip
Group_1774_4 rsbn1l  have too few sites, skip
Group_780_0 rassf8b  have too few sites, skip
Group_3025_0-Group_3025_1 kitlga  have too few sites, skip
Group_15_34 asb15b  have too few sites, skip
Group_488_4 lmod2b  have too few sites, skip
Group_1316_1 waslb  have too few sites, skip
Group_2042_2 tmem229a  have too few sites, skip
Group_11_29 grm8a  have too few sites, skip
Group_3118_0 atxn7l1  have too few sites, skip
Group_6223_0 ccdc146  have too few sites, skip
Group_4_105 rab19  have too few sites, skip
Group_8290_0 loc107384600  have too few sites, skip
Group_4793_0 rpl30  have too few sites, skip
Group_1340_1 spag1a  have too few sites, skip
Group_1045_3 rnf19a  have too few sites, skip
Group_20_36 ptpn2b  have too few sites, skip
Group_6474_1 psmg2  have too few sites, skip
Group_81_19 ncaldb  have too few sites, skip
Group_949_0 grhl2b  have too few sites, skip
Group_2676_0 znf706  have too few sites, skip
Group_686_3 pabpc1b  have too few sites, skip
Group_2295_1 lix1l  have too few sites, skip
Group_686_1 sf3b4  have too few sites, skip
Group_324_0 sv2a  have too few sites, skip
Group_163_5 ctss  have too few sites, skip
Group_4202_0 vps72  have too few sites, skip
Group_352_1 syngap1a  have too few sites, skip
Group_3_106 rxfp4  have too few sites, skip
Group_724_4 tshz1  have too few sites, skip
Group_4024_0 dnajc9  have too few sites, skip
Group_23_45 cntn1b  have too few sites, skip
Group_192_12 avpr2l  have too few sites, skip
Group_7799_0 thap5  have too few sites, skip
Group_113_6 dnajb9b  have too few sites, skip
Group_280_0 si:dkey-180p18.9  have too few sites, skip
Group_544_5 tfec  have too few sites, skip
Group_1892_0 si:ch211-262n1.4  have too few sites, skip
Group_1544_1 gpr85  have too few sites, skip
Group_2407_1 ifrd1  have too few sites, skip
Group_650_4 lrrn3  have too few sites, skip
Group_37_2 pim3  have too few sites, skip
Group_1813_2 creld2  have too few sites, skip
Group_330_8 loc107384361  have too few sites, skip
Group_3029_1 rnf2  have too few sites, skip
Group_6603_0 zgc:56556  have too few sites, skip
Group_530_3 cyp7a1  have too few sites, skip
Group_7193_0 tmem70  have too few sites, skip
Group_1080_3 cerk  have too few sites, skip
Group_2819_1 gramd4a  have too few sites, skip
Group_4172_0 trmu  have too few sites, skip
Group_224_3 slco1e1  have too few sites, skip
Group_4547_0 ryroxd1  have too few sites, skip
Group_1350_1 etnk1  have too few sites, skip
Group_564_1 slc5a8  have too few sites, skip
Group_2966_0 kiaa1147  have too few sites, skip
Group_238_1 fgd4  have too few sites, skip
Group_19_60 mapk11  have too few sites, skip
Group_1112_0 net1  have too few sites, skip
Group_15_26 asb13a.1  have too few sites, skip
Group_1400_2 gdi2  have too few sites, skip
Group_15_56 ankrd16  have too few sites, skip
Group_2381_0 glt8d2  have too few sites, skip
Group_5279_0 apex1  have too few sites, skip
Group_6247_0 alg10  have too few sites, skip
Group_504_2 ppp2r5d  have too few sites, skip
Group_459_2 emp2  have too few sites, skip
Group_8237_0 atf7ip2  have too few sites, skip
Group_6161_0 eif2b3  have too few sites, skip
Group_2515_0 selt1a  have too few sites, skip
Group_2038_1 zgc:153615  have too few sites, skip
Group_284_6 zp3b  have too few sites, skip
Group_30_28 arl14  have too few sites, skip
Group_214_6 ppm1la  have too few sites, skip
Group_735_4 tal1  have too few sites, skip
Group_280_6 zgc:110366  have too few sites, skip
Group_2685_0 parla  have too few sites, skip
Group_241_6 gpc5b  have too few sites, skip
Group_88_2 loc107384021  have too few sites, skip
Group_229_6 acsl3b  have too few sites, skip
Group_287_2 ap1s3b  have too few sites, skip
Group_337_1 cul3  have too few sites, skip
Group_763_1 mbnl1  have too few sites, skip
Group_53_2 rap2b  have too few sites, skip
Group_2030_0 nap1l1  have too few sites, skip
Group_5157_0 loc107395692  have too few sites, skip
Group_3890_1 trim45  have too few sites, skip
Group_31_11 kcnc2  have too few sites, skip
Group_292_6 psma1  have too few sites, skip
Group_15_30 asb5a  have too few sites, skip
Group_563_2 gpm6aa  have too few sites, skip
Group_1689_1 elovl6  have too few sites, skip
Group_4450_0 phax  have too few sites, skip
Group_1394_2 pmpcb  have too few sites, skip
Group_400_3 unknown  have too few sites, skip
Group_951_2 gas2l3  have too few sites, skip
Group_5486_0 tm7sf3  have too few sites, skip
Group_2416_1 fgfr1op2  have too few sites, skip
Group_4501_0 med21  have too few sites, skip
Group_7512_0 coa6  have too few sites, skip
Group_20_8 ptprz1b  have too few sites, skip
Group_199_3 pik3cg  have too few sites, skip
Group_820_4 ntf3  have too few sites, skip
Group_460_6 pfkfb3  have too few sites, skip
Group_4917_0 cdc123  have too few sites, skip
Group_2398_1 ccdc3  have too few sites, skip
Group_3720_1 optn  have too few sites, skip
Group_2835_1 samm50l  have too few sites, skip
Group_7225_0 si:dkey-48p11.3  have too few sites, skip
Group_3120_0-Group_3120_1 ucmaa  have too few sites, skip
Group_5628_0 phyh  have too few sites, skip
Group_53_22 rerg  have too few sites, skip
Group_330_5 plppr5  have too few sites, skip
Group_288_8 fam19a2  have too few sites, skip
Group_131_0 slc16a7  have too few sites, skip
Group_5065_0 xrcc6bp1  have too few sites, skip
Group_92_16 scube1  have too few sites, skip
Group_3728_0 nfyb  have too few sites, skip
Group_2243_0 ipo8  have too few sites, skip
Group_787_0 pnpla3  have too few sites, skip
Group_5414_0 strap  have too few sites, skip
Group_1067_1 ldhba  have too few sites, skip
Group_8467_0 kiss2  have too few sites, skip
Group_481_9 crkl  have too few sites, skip
Group_21_30 ulk1b  have too few sites, skip
Group_85_24 mmp17a  have too few sites, skip
Group_821_1 recql  have too few sites, skip
Group_559_0 braf  have too few sites, skip
Group_7495_0 mrps33  have too few sites, skip
Group_964_3 tmem178b  have too few sites, skip
Group_1359_0 mkrn1  have too few sites, skip
Group_5651_0 dera  have too few sites, skip
Group_4145_0 lemd3  have too few sites, skip
Group_161_7 hspa14  have too few sites, skip
Group_3722_1 prl2  have too few sites, skip
Group_1259_0 polr2b  have too few sites, skip
Group_6986_0 rnf4  have too few sites, skip
Group_173_14 tbc1d9b  have too few sites, skip
Group_5081_0 exosc3  have too few sites, skip
Group_233_0 b4galt1  have too few sites, skip
Group_1587_2 tgfbi  have too few sites, skip
Group_6115_0 nipsnap3a  have too few sites, skip
Group_431_4 slc44a1b  have too few sites, skip
Group_173_5 tbc1d2  have too few sites, skip
Group_210_4 neurog1  have too few sites, skip
Group_2558_0 paip2  have too few sites, skip
Group_1330_0 spry1  have too few sites, skip
Group_39_10 spata5  have too few sites, skip
Group_5625_0 nudt6  have too few sites, skip
Group_97_8 fgf2  have too few sites, skip
Group_106_13 cetn4  have too few sites, skip
Group_7310_0 bbs12  have too few sites, skip
Group_4417_0 thoc3  have too few sites, skip
Group_1601_0 cplx2  have too few sites, skip
Group_2031_0 sparc  have too few sites, skip
Group_3464_1 slc36a1  have too few sites, skip
Group_24_16 htr4  have too few sites, skip
Group_4454_0 larp7  have too few sites, skip
Group_1483_2 lman2  have too few sites, skip
Group_6576_0 gpr75  have too few sites, skip
Group_1996_1 agpat4  have too few sites, skip
Group_286_9 pde6a  have too few sites, skip
Group_207_1 cpxm1  have too few sites, skip
Group_1305_4 lbx2  have too few sites, skip
Group_729_2 fgf24  have too few sites, skip
Group_1389_4 loc107396138  have too few sites, skip
Group_870_5 zgc:77938  have too few sites, skip
Group_7640_0 gar1  have too few sites, skip
Group_870_4 adh5  have too few sites, skip
Group_496_1-Group_496_5 ebf4  have too few sites, skip
Group_146_7 phox2bb  have too few sites, skip
Group_5309_0 tmem33  have too few sites, skip
Group_386_4 ccna2  have too few sites, skip
Group_164_3 anxa5a  have too few sites, skip
Group_3577_0-Group_3577_1 fgfbp1b  have too few sites, skip
Group_3341_0 fgfbp2a  have too few sites, skip
Group_3543_0 qdpra  have too few sites, skip
Group_2003_1 fstl5  have too few sites, skip
Group_308_4 rapgef2  have too few sites, skip
Group_130_4 ppid  have too few sites, skip
Group_1862_2 rxfp1  have too few sites, skip
Group_54_33 glrba  have too few sites, skip
Group_5067_0 polrmt  have too few sites, skip
Group_848_4 rnf126  have too few sites, skip
Group_466_3 stag3  have too few sites, skip
Group_304_6 mcm7  have too few sites, skip
Group_5411_0 cops6  have too few sites, skip
Group_7575_0 fbxl12  have too few sites, skip
Group_119_5 nkx3.2  have too few sites, skip
Group_4_95 rab28  have too few sites, skip
Group_8275_0 npvf  have too few sites, skip
Group_656_5 pfkpb  have too few sites, skip
Group_96_5 vipr2  have too few sites, skip
Group_4848_0 zmynd11  have too few sites, skip
Group_6556_0 gtpbp4  have too few sites, skip
Group_1428_1 fam134b  have too few sites, skip
Group_2231_1 ranbp9  have too few sites, skip
Group_7018_0 epdr1  have too few sites, skip
Group_397_7 adarb2  have too few sites, skip
Group_5095_0 ift57  have too few sites, skip
Group_6047_0 mars2  have too few sites, skip
Group_5082_0 tmem35  have too few sites, skip
Group_6581_0 taf7  have too few sites, skip
Group_202_0 slc9a6a  have too few sites, skip
Group_423_4 fhl1a  have too few sites, skip
Group_8058_0 map7d3  have too few sites, skip
Group_59_11 adgrg4a  have too few sites, skip
Group_1341_1 arhgef6  have too few sites, skip
Group_893_0 si:ch211-127l15.5  have too few sites, skip
Group_159_15 zic6  have too few sites, skip
Group_97_0 fgf13a  have too few sites, skip
Group_127_13 atp11c  have too few sites, skip
Group_110_20 sox3  have too few sites, skip
Group_10_42 p2ry4  have too few sites, skip
Group_478_3 arr3b  have too few sites, skip
Group_4_67 rab41  have too few sites, skip
Group_1352_1 stard14  have too few sites, skip
Group_5430_0 pdzd11  have too few sites, skip
Group_817_1 gdpd2  have too few sites, skip
Group_5429_0 tex11  have too few sites, skip
Group_26_40 kdrl  have too few sites, skip
Group_40_2 cdx4  have too few sites, skip
Group_2659_1 chic1  have too few sites, skip
Group_364_9 lnx2b  have too few sites, skip
Group_170_4 slc25a43  have too few sites, skip
Group_1773_1 tmem265  have too few sites, skip
Group_4008_0-Group_4008_1 mrpl11  have too few sites, skip
Group_2273_0 npas4a  have too few sites, skip
Group_92_2 efemp2a  have too few sites, skip
Group_4101_0 fibpa  have too few sites, skip
Group_891_1 ccdc85b  have too few sites, skip
Group_521_5 fosl1a  have too few sites, skip
Group_27_12 si:ch211-145o7.3  have too few sites, skip
Group_1669_0 cfl1  have too few sites, skip
Group_3038_1 ubl3b  have too few sites, skip
Group_1275_2 si:zfos-80g12.1  have too few sites, skip
Group_6812_0 zgc:92907  have too few sites, skip
Group_53_41 rap2c  have too few sites, skip
Group_763_2 mbnl3  have too few sites, skip
Group_1019_4 hs6st2  have too few sites, skip
Group_2262_1 srpx2  have too few sites, skip
Group_33_42 tspan7  have too few sites, skip
Group_7420_0 pttg1  have too few sites, skip
Group_140_7 sept6  have too few sites, skip
Group_4486_0 nkrf  have too few sites, skip
Group_58_16 ube2a  have too few sites, skip
Group_54_31 glra4a  have too few sites, skip
Group_2233_1 gla  have too few sites, skip
Group_12_45 btk  have too few sites, skip
Group_2693_0 timm8a  have too few sites, skip
Group_3937_1 stx5a  have too few sites, skip
Group_7474_0 zgc:162144  have too few sites, skip
Group_156_9 kcnk4a  have too few sites, skip
Group_794_4 tgfb2l  have too few sites, skip
Group_7998_0 rnaseh2c  have too few sites, skip
Group_1482_1 zbtb3  have too few sites, skip
Group_7522_0 trpt1  have too few sites, skip
Group_404_0 flrt1b  have too few sites, skip
Group_522_2 rom1b  have too few sites, skip
Group_7883_0 si:ch211-276i12.4  have too few sites, skip
Group_5556_0 scyl1  have too few sites, skip
Group_908_4 loc107377419  have too few sites, skip
Group_7020_0 ubxn1  have too few sites, skip
Group_427_3 ehd1b  have too few sites, skip
Group_349_1 map1lc3cl  have too few sites, skip
Group_5436_0 zdhhc24  have too few sites, skip
Group_8829_0 zgc:195212  have too few sites, skip
Group_131_17 slc16a2  have too few sites, skip
Group_82_11 tube1  have too few sites, skip
Group_732_4 zgc:152774  have too few sites, skip
Group_402_5 mid2  have too few sites, skip
Group_7_13 pcdh11  have too few sites, skip
Group_4344_0 eef1g  have too few sites, skip
Group_7027_0 polr2gl  have too few sites, skip
Group_7643_1 si:ch211-175m2.5  have too few sites, skip
Group_42_38 chrnb3b  have too few sites, skip
Group_46_25-Group_46_26 crybb1l1  have too few sites, skip
Group_174_10 ctnnd1  have too few sites, skip
Group_4006_0 med19a  have too few sites, skip
Group_115_6 fzd3b  have too few sites, skip
Group_1645_2 krtcap3  have too few sites, skip
Group_1637_2 nrbp1  have too few sites, skip
Group_14_20 esrrga  have too few sites, skip
Group_16_8 stk26  have too few sites, skip
Group_1362_3 dachb  have too few sites, skip
Group_4657_0 ndufb5  have too few sites, skip
Group_4061_0 ssrp1b  have too few sites, skip
Group_1896_2 stap1  have too few sites, skip
Group_511_3 ppp2r2c  have too few sites, skip
Group_81_29 kcnip1  have too few sites, skip
Group_1389_1 tlx3  have too few sites, skip
Group_306_0 trpc7  have too few sites, skip
Group_9626_0 unknown  have too few sites, skip
Group_1619_0 mcamb  have too few sites, skip
Group_288_9 si:dkey-238f9.1  have too few sites, skip
Group_1671_1 ppm1j  have too few sites, skip
Group_1550_2 ergic3  have too few sites, skip
Group_884_1 cabz01085924.1  have too few sites, skip
Group_7557_0 slc25a51b  have too few sites, skip
Group_645_2 frmpd1b  have too few sites, skip
Group_498_2 si:ch211-203d1.3  have too few sites, skip
Group_577_1 tcirg1a  have too few sites, skip
Group_1500_2 rasgef1c  have too few sites, skip
Group_2342_1 gfpt2  have too few sites, skip
Group_8136_0 si:dkeyp-72g9.4  have too few sites, skip
Group_2005_0 cnot6b  have too few sites, skip
Group_1237_1 loc107375468  have too few sites, skip
Group_1403_0 reep2  have too few sites, skip
Group_674_4 ctbp1  have too few sites, skip
Group_211_0 hnrnpabb  have too few sites, skip
Group_67_9 gnb2l1  have too few sites, skip
Group_8_52 si:dkeyp-44a8.4  have too few sites, skip
Group_107_14 clk4a  have too few sites, skip
Group_3103_0 si:ch1073-44g3.1  have too few sites, skip
Group_98_15 b3gnt9  have too few sites, skip
Group_7122_0 bbs2  have too few sites, skip
Group_608_0 sfxn1  have too few sites, skip
Group_54_14-Group_54_15 gabrb2  have too few sites, skip
Group_6451_0 nudcd2  have too few sites, skip
Group_548_4 sowahab  have too few sites, skip
Group_5225_0 gdf9  have too few sites, skip
Group_161_10 hspa4b  have too few sites, skip
Group_2845_1 gnpda1  have too few sites, skip
Group_1735_1 ndfip1  have too few sites, skip
Group_77_8 abcb7  have too few sites, skip
Group_3878_0 glod5  have too few sites, skip
Group_2615_1 si:dkey-208k22.3  have too few sites, skip
Group_919_0 st3gal3b  have too few sites, skip
Group_8120_0 slc25a53  have too few sites, skip
Group_0_67 znf711  have too few sites, skip
Group_3675_1 ogt.2  have too few sites, skip
Group_6260_0 acrc  have too few sites, skip
Group_4_96 rab9b  have too few sites, skip
Group_563_0 plp1a  have too few sites, skip
Group_44_40-Group_44_42 gria3b  have too few sites, skip
Group_5794_0 eda  have too few sites, skip
Group_38_3 cx31.7  have too few sites, skip
Group_38_2 cx39.9  have too few sites, skip
Group_7551_0 vma21  have too few sites, skip
Group_64_14 dusp1  have too few sites, skip
Group_5207_0 ergic1  have too few sites, skip
Group_73_6 npy7r  have too few sites, skip
Group_1888_0 prelid1a  have too few sites, skip
Group_752_3 mxd3  have too few sites, skip
Group_36_6 ddx41  have too few sites, skip
Group_310_0 efna5b  have too few sites, skip
Group_389_4 pdlim7  have too few sites, skip
Group_2590_0 cltb  have too few sites, skip
Group_1335_0 hnrnph1  have too few sites, skip
Group_4011_0 snx25  have too few sites, skip
Group_4052_0 ptcd3  have too few sites, skip
Group_1148_3 unknown  have too few sites, skip
Group_2028_0 hars  have too few sites, skip
Group_822_3 hmgb2b  have too few sites, skip
Group_7_45 pcdh18b  have too few sites, skip
Group_43_23 btaf1  have too few sites, skip
Group_1574_1 ide  have too few sites, skip
Group_6_45 rps6kal  have too few sites, skip
Group_134_3 pou3f4  have too few sites, skip
Group_1902_1 loc107397113  have too few sites, skip
Group_834_0 sh3bgrl  have too few sites, skip
Group_973_1 itm2a  have too few sites, skip
Group_2668_1 cnot7  have too few sites, skip
Group_1494_1 micu3b  have too few sites, skip
Group_7400_0 her5  have too few sites, skip
Group_7036_0 smim19  have too few sites, skip
Group_687_1 si:dkeyp-110e4.6  have too few sites, skip
Group_255_7 smad5  have too few sites, skip
Group_7478_0 ap1ar  have too few sites, skip
Group_54_41 gabra2  have too few sites, skip
Group_7464_0 pfdn6  have too few sites, skip
Group_7602_0 mmgt1  have too few sites, skip
Group_4876_0 mospd1  have too few sites, skip
Group_7138_0 fam122b  have too few sites, skip
Group_1084_0 hprt1  have too few sites, skip
Group_3309_1 phf6  have too few sites, skip
Group_1633_1 cab39l1  have too few sites, skip
Group_2936_1 brd8  have too few sites, skip
Group_98_22 si:dkey-160o24.3  have too few sites, skip
Group_5619_0 fnta  have too few sites, skip
Group_6504_0 fam199x  have too few sites, skip
Group_5417_0 dcps  have too few sites, skip
Group_4_110 rab33a  have too few sites, skip
Group_459_7 pmp22a  have too few sites, skip
Group_195_4 hs3st3b1a  have too few sites, skip
Group_8123_0 rnf222  have too few sites, skip
Group_1090_0 ndel1b  have too few sites, skip
Group_1074_0 metrnl  have too few sites, skip
Group_4479_0 tbcd  have too few sites, skip
Group_4478_0 fn3krp  have too few sites, skip
Group_30_13 arl16  have too few sites, skip
Group_6750_0 il22  have too few sites, skip
Group_2230_0 cand1  have too few sites, skip
Group_710_3 ttyh2l  have too few sites, skip
Group_8106_0 loc107372357  have too few sites, skip
Group_33_20 tspan8  have too few sites, skip
Group_8497_0 loc107395248  have too few sites, skip
Group_41_6 cr394535.1  have too few sites, skip
Group_3077_1 asf1ba  have too few sites, skip
Group_6_55 prkacaa  have too few sites, skip
Group_1675_1 tecra  have too few sites, skip
Group_1541_0 gipc1  have too few sites, skip
Group_41_22 trim35-12  have too few sites, skip
Group_1365_1 kcnt2  have too few sites, skip
Group_391_3 ppap2d  have too few sites, skip
Group_203_5 ptger1c  have too few sites, skip
Group_41_19 trim35-13  have too few sites, skip
Group_5101_0 vac14  have too few sites, skip
Group_0_152 loc107378317  have too few sites, skip
Group_0_110 loc107378318  have too few sites, skip
Group_87_9 lmx1al  have too few sites, skip
Group_936_2 atp13a1  have too few sites, skip
Group_7949_0 ct573476.1  have too few sites, skip
Group_594_4 pbx4  have too few sites, skip
Group_145_12 lpar2a  have too few sites, skip
Group_929_2 stxbp2  have too few sites, skip
Group_9_3 myh13  have too few sites, skip
Group_4272_0 xab2  have too few sites, skip
Group_728_0 rdh8a  have too few sites, skip
Group_7697_0 eif3g  have too few sites, skip
Group_1947_0 cdc37  have too few sites, skip
Group_108_20 pde4a  have too few sites, skip
Group_685_3 elavl3  have too few sites, skip
Group_537_4 kank2  have too few sites, skip
Group_197_7 loc107378370  have too few sites, skip
Group_197_2 si:ch211-5k11.8  have too few sites, skip
Group_197_4 loc107378372  have too few sites, skip
Group_197_11 loc107378376  have too few sites, skip
Group_4242_0 nprl3  have too few sites, skip
Group_1279_0 rhbdf1a  have too few sites, skip
Group_1741_1 aanat2  have too few sites, skip
Group_2128_0 mgrn1b  have too few sites, skip
Group_1211_0 cdip1  have too few sites, skip
Group_7287_0 snrnp25  have too few sites, skip
Group_2227_1 unkl  have too few sites, skip
Group_3_39 gper1  have too few sites, skip
Group_195_14 hs3st2  have too few sites, skip
Group_5777_0 zfand2a  have too few sites, skip
Group_283_5 mafk  have too few sites, skip
Group_660_3 tmem184a  have too few sites, skip
Group_5621_0 psmg3  have too few sites, skip
Group_991_1 elfn1  have too few sites, skip
Group_0_23 si:dkey-208k4.2  have too few sites, skip
Group_169_5 adam11  have too few sites, skip
Group_1830_1 p3h4  have too few sites, skip
Group_328_0 fkbp10a  have too few sites, skip
Group_1853_1 nt5c3b  have too few sites, skip
Group_1907_1 acly  have too few sites, skip
Group_2837_1 nkiras2  have too few sites, skip
Group_1534_1 nucb1  have too few sites, skip
Group_552_1 ppfia3  have too few sites, skip
Group_3171_1 bcat2  have too few sites, skip
Group_7127_0 ifi35  have too few sites, skip
Group_170_7 slc25a39  have too few sites, skip
Group_3123_1 rpl3  have too few sites, skip
Group_581_0 loc107378458  have too few sites, skip
Group_581_6 loc107378459  have too few sites, skip
Group_843_4 ramp2  have too few sites, skip
Group_1506_1 ezh1  have too few sites, skip
Group_82_25 tubg1  have too few sites, skip
Group_6250_0 psmc3ip  have too few sites, skip
Group_1105_0 loc107378470  have too few sites, skip
Group_30_43 loc107378475  have too few sites, skip
Group_901_0 id2a  have too few sites, skip
Group_1515_0 mboat2a  have too few sites, skip
Group_8330_0 rsrc1  have too few sites, skip
Group_3936_0 ppp2r1b  have too few sites, skip
Group_21_54 sik2a  have too few sites, skip
Group_7691_0 zgc:162608  have too few sites, skip
Group_147_3 ppp1caa  have too few sites, skip
Group_25_50 cldni  have too few sites, skip
Group_273_6 coro1a  have too few sites, skip
Group_2947_1 paqr4a  have too few sites, skip
Group_3100_0 tceb2  have too few sites, skip
Group_4556_0 slc35b1  have too few sites, skip
Group_1687_0 rundc3aa  have too few sites, skip
Group_970_2 pde6g  have too few sites, skip
Group_826_0 gprc5c  have too few sites, skip
Group_2387_0 gpr142  have too few sites, skip
Group_58_39 si:ch1073-205c8.4  have too few sites, skip
Group_318_7 zgc:158376  have too few sites, skip
Group_6984_0 si:dkey-260c8.8  have too few sites, skip
Group_1377_1 asb16  have too few sites, skip
Group_1865_0 ubtf  have too few sites, skip
Group_157_6 slc4a1a  have too few sites, skip
Group_35_32 gfap  have too few sites, skip
Group_996_3 limd2  have too few sites, skip
Group_5099_0 tmem98  have too few sites, skip
Group_2062_0 lasp1  have too few sites, skip
Group_1205_2 plxdc1  have too few sites, skip
Group_30_36 arl5c  have too few sites, skip
Group_416_6 cacnb1  have too few sites, skip
Group_2948_0 rpl19  have too few sites, skip
Group_2399_1 rprml  have too few sites, skip
Group_4104_0 zgc:91968  have too few sites, skip
Group_2111_0 stard3  have too few sites, skip
Group_3189_1 ppp1r1b  have too few sites, skip
Group_1005_0 fbxl20  have too few sites, skip
Group_4815_0 alg1  have too few sites, skip
Group_4397_0 arl6ip1  have too few sites, skip
Group_4_4 si:dkey-16l2.16  have too few sites, skip
Group_3561_1 eif1b  have too few sites, skip
Group_7368_0 amdhd2  have too few sites, skip
Group_6739_0 jmjd8  have too few sites, skip
Group_5589_0 cdipt  have too few sites, skip
Group_1760_1 sh2b1  have too few sites, skip
