OrthoID	SpGeneId	GeneSymbol	GeneName	chr	start	end
Group_1430_0	014978	loc107385606		chr14	16054747	16058608
Group_443_4	014979	rh50	Rh50-like protein [Source:ZFIN%3BAcc:ZDB-GENE-000427-1]	chr14	16077072	16078517
Group_650_2	014980	lrrn2	leucine rich repeat neuronal 2 [Source:ZFIN%3BAcc:ZDB-GENE-141212-289]	chr14	16133912	16136257
Group_231_13	014982	fmoda	fibromodulin a [Source:ZFIN%3BAcc:ZDB-GENE-041008-23]	chr14	16172688	16177058
Group_231_2	014993	zgc:113307	zgc:113307 [Source:ZFIN%3BAcc:ZDB-GENE-050522-29]	chr14	16196592	16209292
Group_231_11	014994	prelp	proline/arginine-rich end leucine-rich repeat protein%2C transcript variant X1	chr14	16225355	16236777
Group_5492_0	014995	il19l	interleukin 19 like [Source:ZFIN%3BAcc:ZDB-GENE-071121-1]	chr14	16240851	16242202
Group_7460_0	014996	il10	interleukin 10	chr14	16275419	16276842
Group_5269_0	014997	zgc:101564	zgc:101564 [Source:ZFIN%3BAcc:ZDB-GENE-050320-120]	chr14	16520724	16521910
Group_560_0	014998	foxp4	forkhead box P4	chr14	16767762	16829470
Group_552_3	015000	ppfia4	PTPRF interacting protein alpha 4%2C transcript variant X1	chr14	17014587	17087550
Group_474_0	015001	vamp3	vesicle associated membrane protein 3	chr14	17118463	17120235
Group_986_1	015002	per3	period circadian clock 3%2C transcript variant X1	chr14	17128455	17141159
Group_292_4	015003	psma5	proteasome subunit alpha 5	chr14	17156377	17162019
Group_22_5	015007	mapkapk2a	mitogen-activated protein kinase-activated protein kinase 2a [Source:ZFIN%3BAcc:ZDB-GENE-030131-5532]	chr14	16291624	16345624
Group_2166_0	015010	ikbke	inhibitor of kappa light polypeptide gene enhancer in B-cells%2C kinase epsilon%2C transcript variant X1	chr14	16431083	16442621
Group_384_3	015011	srgap2	SLIT-ROBO Rho GTPase activating protein 2	chr14	16448210	16518728
Group_544_4	015012	tfeb	transcription factor EB%2C transcript variant X1	chr14	16954114	16971231
Group_4384_0	015013	tmem183a	transmembrane protein 183A	chr14	17006469	17013224
Group_887_2	015014	myog	myogenin (myogenic factor 4)	chr14	17089747	17091702
Group_2236_1	015015	mdm4	MDM4%2C p53 regulator%2C transcript variant X1	chr14	17099729	17119492
Group_2703_0	015016	mxra8a	matrix-remodelling associated 8a [Source:ZFIN%3BAcc:ZDB-GENE-060503-671]	chr14	17146001	17154097
Group_7223_0	015017	spcs1	signal peptidase complex subunit 1	chr14	17200134	17202061
Group_2398_0	015018	ccdc3b	coiled-coil domain containing 3b [Source:ZFIN%3BAcc:ZDB-GENE-050522-184]	chr14	17293870	17308005
Group_176_0	015020	cpne5b	copine Vb [Source:ZFIN%3BAcc:ZDB-GENE-040426-1398]	chr14	17452811	17620003
Group_17_27	015021	kif21b	kinesin family member 21B%2C transcript variant X1	chr14	17657106	17702551
Group_3900_0	015033	epoa	erythropoietin a [Source:ZFIN%3BAcc:ZDB-GENE-061218-3]	chr1	8782180	8789512
Group_2093_0	015035	gigyf1	GRB10 interacting GYF protein 1%2C transcript variant X1	chr1	8828637	8841817
Group_4563_0	015036	wrap53	WD repeat containing%2C antisense to TP53	chr1	8851629	8863103
Group_923_2	015037	efnb3a	ephrin-B3a [Source:ZFIN%3BAcc:ZDB-GENE-100316-1]	chr1	8903454	9014288
Group_106_1	015040	cabp4	calcium binding protein 4 [Source:HGNC Symbol%3BAcc:HGNC:1386]	chr1	9917159	9920881
Group_1941_0	015041	dctn1a	dynactin 1a [Source:ZFIN%3BAcc:ZDB-GENE-070117-2205]	chr1	9962813	9979669
Group_5_19	015043	zgc:92594	zgc:92594 [Source:ZFIN%3BAcc:ZDB-GENE-040718-482]	chr1	10295543	10308284
Group_6173_0	015044	mrpl48	mitochondrial ribosomal protein L48	chr1	10309942	10321394
Group_64_24	015045	styx	serine/threonine/tyrosine interacting protein	chr1	10470985	10477753
Group_5011_0	015046	pop7	POP7 homolog%2C ribonuclease P/MRP subunit	chr1	8790005	8791834
Group_248_11	015047	si:dkey-85k7.10	si:dkey-85k7.10 [Source:ZFIN%3BAcc:ZDB-GENE-160728-49]	chr1	8796038	8797229
Group_2151_1	015050	tdrd7	tudor domain containing 7 [Source:HGNC Symbol%3BAcc:HGNC:30831]	chr1	9923651	9956098
Group_6702_0	015058	gnpnat1	glucosamine-phosphate N-acetyltransferase 1	chr1	10477720	10483508
Group_4566_0	015059	amfr	autocrine motility factor receptor%2C E3 ubiquitin protein ligase%2C transcript variant X2	chr1	10489201	10515278
Group_2124_0	015069	adipor1a	adiponectin receptor 1a [Source:ZFIN%3BAcc:ZDB-GENE-040718-169]	chr14	13786117	13793823
Group_6565_0	015070	rabif	RAB interacting factor%2C transcript variant X1	chr14	13778489	13784136
Group_36_12	015076	ddx24	DEAD-box helicase 24	chr18	28190385	28196472
Group_15_39	015077	asb2b	ankyrin repeat and SOCS box containing 2b [Source:ZFIN%3BAcc:ZDB-GENE-040426-20]	chr18	28145598	28148037
Group_7137_0	015078	si:dkey-85n7.6	si:dkey-85n7.6 [Source:ZFIN%3BAcc:ZDB-GENE-110411-62]	chr18	28124407	28135837
Group_4872_0	015079	btbd7	BTB domain containing 7	chr18	28055582	28079836
Group_3306_0	015080	itpk1b	inositol-tetrakisphosphate 1-kinase b [Source:ZFIN%3BAcc:ZDB-GENE-131126-72]	chr18	28027840	28048593
Group_1403_2	015081	reep1	receptor accessory protein 1%2C transcript variant X1	chr18	27980152	27984819
Group_4414_0	015082	zfyve28	zinc finger FYVE-type containing 28%2C transcript variant X1	chr18	27944166	27964500
Group_17_17	015083	kif15	kinesin family member 15	chr18	27890037	27898550
Group_114_9	015084	tdrd9	tudor domain containing 9	chr18	27859181	27889586
Group_4408_0	015085	lrrc9	leucine rich repeat containing 9 [Source:HGNC Symbol%3BAcc:HGNC:19848]	chr18	27812705	27827485
Group_5496_0	015086	pcnxl4	pecanex-like 4 (Drosophila) [Source:ZFIN%3BAcc:ZDB-GENE-070209-185]	chr18	27800987	27806966
Group_214_10	015087	ppm1aa	protein phosphatase%2C Mg2+/Mn2+ dependent%2C 1Aa [Source:ZFIN%3BAcc:ZDB-GENE-991102-15]	chr18	27786543	27796032
Group_6649_0	015089	mnat1	MNAT1%2C CDK activating kinase assembly factor%2C transcript variant X1	chr18	27678663	27715461
Group_400_1	015090	slc38a6	solute carrier family 38 member 6	chr18	27660066	27674096
Group_6_86	015092	prkcha	protein kinase C%2C eta%2C a [Source:ZFIN%3BAcc:ZDB-GENE-080402-5]	chr18	27607563	27643987
Group_279_6	015093	hif1aa	hypoxia inducible factor 1%2C alpha subunit (basic helix-loop-helix transcription factor) a [Source:ZFIN%3BAcc:ZDB-GENE-080917-55]	chr18	27586100	27600635
Group_2499_0	015094	degs2	delta(4)-desaturase%2C sphingolipid 2	chr18	27553825	27558928
Group_2415_0	015095	disp2	dispatched RND transporter family member 2	chr18	27403619	27415797
Group_7072_0	015096	ccdc32	coiled-coil domain containing 32 [Source:ZFIN%3BAcc:ZDB-GENE-131127-581]	chr18	27394306	27395627
Group_73_10	015097	prlh2r	prolactin releasing hormone 2 receptor [Source:ZFIN%3BAcc:ZDB-GENE-120411-41]	chr18	27387410	27390089
Group_648_4	015099	adam17a	ADAM metallopeptidase domain 17a [Source:ZFIN%3BAcc:ZDB-GENE-030131-2862]	chr18	27350105	27368943
Group_6048_0	015100	rpap1	RNA polymerase II associated protein 1%2C transcript variant X1	chr18	27335084	27345538
Group_240_3	015102	ivd	isovaleryl-CoA dehydrogenase	chr18	27187132	27195379
Group_3519_0	015103	bahd1	bromo adjacent homology domain containing 1	chr18	27136112	27177306
Group_2220_0	015105	tmem179	transmembrane protein 179	chr18	28244747	28247931
Group_1980_0	015106	ubr1	ubiquitin protein ligase E3 component n-recognin 1	chr18	28198247	28223424
Group_8115_0	015107	fam181a	family with sequence similarity 181 member A	chr18	28144348	28145088
Group_3444_0	015108	unc79	unc-79 homolog (C. elegans)%2C transcript variant X1	chr18	28086925	28119869
Group_2862_0	015109	ubr7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	chr18	28051270	28055328
Group_21_35	015110	plk4	polo like kinase 4	chr18	28018356	28026003
Group_161_12	015112	hspa4l	heat shock protein family A (Hsp70) member 4 like	chr18	27992969	28004305
Group_4630_1	015113	mrpl35	mitochondrial ribosomal protein L35	chr18	27977036	27978272
Group_8400_0	015114	cfap99	cilia and flagella associated protein 99%2C transcript variant X1	chr18	27965275	27971106
Group_900_1	015115	tacc3	transforming acidic coiled-coil containing protein 3	chr18	27902144	27906518
Group_523_0	015117	rtn1	reticulon 1%2C transcript variant X1	chr18	27829398	27858940
Group_1027_1	015118	dhrs7	dehydrogenase/reductase (SDR family) member 7	chr18	27797146	27800233
Group_274_8	015119	six1b	SIX homeobox 1b [Source:ZFIN%3BAcc:ZDB-GENE-040426-2308]	chr18	27726806	27729240
Group_274_5	015120	six4a	SIX homeobox 4a [Source:ZFIN%3BAcc:ZDB-GENE-010201-2]	chr18	27716610	27721043
Group_6648_0	015121	trmt5	tRNA methyltransferase 5	chr18	27674362	27676605
Group_499_0	015123	si:dkey-112g5.12	si:dkey-112g5.12 [Source:ZFIN%3BAcc:ZDB-GENE-081028-32]	chr18	27581813	27585037
Group_2508_1	015124	yy1a	YY1 transcription factor a [Source:ZFIN%3BAcc:ZDB-GENE-030131-1117]	chr18	27558910	27563303
Group_700_0	015125	evla	Enah/Vasp-like a [Source:ZFIN%3BAcc:ZDB-GENE-000607-65]	chr18	27522014	27551648
Group_411_3	015126	eml1	echinoderm microtubule associated protein like 1 [Source:ZFIN%3BAcc:ZDB-GENE-060929-156]	chr18	27453623	27488804
Group_3631_1	015127	pkdccb	protein kinase domain containing%2C cytoplasmic b [Source:ZFIN%3BAcc:ZDB-GENE-130530-599]	chr18	27419796	27430218
Group_5932_0	015128	rpusd2	RNA pseudouridylate synthase domain containing 2%2C transcript variant X1	chr18	27399643	27401716
Group_2595_0	015129	pcmtl	l-isoaspartyl protein carboxyl methyltransferase%2C like [Source:ZFIN%3BAcc:ZDB-GENE-040426-1738]	chr18	27394510	27398805
Group_6316_0	015130	iah1	isoamyl acetate-hydrolyzing esterase 1 homolog%2C transcript variant X1	chr18	27347051	27349323
Group_945_6	015131	itpka	inositol-trisphosphate 3-kinase A	chr18	27196276	27211775
Group_6996_0	015132	dnaaf2	dynein (axonemal) assembly factor 2	chr18	27078324	27080177
Group_5304_0	015133	lrr1	leucine rich repeat protein 1	chr18	27073986	27077876
Group_729_0	015134	fgf8a	fibroblast growth factor 8a [Source:ZFIN%3BAcc:ZDB-GENE-990415-72]	chr18	26954918	26958917
Group_100_14	015135	slc2a15a	solute carrier family 2 (facilitated glucose transporter)%2C member 15a [Source:ZFIN%3BAcc:ZDB-GENE-060531-109]	chr18	26921581	26938578
Group_1132_0	015148	mpzl2	myelin protein zero like 2 [Source:HGNC Symbol%3BAcc:HGNC:3496]	chr6	36702460	36750892
Group_121_4	015157	lingo1b	leucine rich repeat and Ig domain containing 1b [Source:ZFIN%3BAcc:ZDB-GENE-040912-136]	chr11	29862800	29864671
Group_265_3	015158	kcnq1	potassium voltage-gated channel%2C KQT-like subfamily%2C member 1 [Source:ZFIN%3BAcc:ZDB-GENE-061214-5]	chr11	29649911	29744574
Group_219_2	015159	trpm5	transient receptor potential cation channel subfamily M member 5	chr11	29583336	29616351
Group_5898_0	015160	ttc17	tetratricopeptide repeat domain 17	chr11	29534429	29571052
Group_651_0	015161	hsd17b12b	hydroxysteroid (17-beta) dehydrogenase 12b [Source:ZFIN%3BAcc:ZDB-GENE-030131-1346]	chr11	29480775	29518197
Group_433_2	015163	traf6	TNF receptor associated factor 6%2C transcript variant X3	chr11	29572225	29580530
Group_3737_0	015168	rbm7	RNA binding motif protein 7 [Source:ZFIN%3BAcc:ZDB-GENE-030131-6724]	chr2	34195140	34200121
Group_150_13	015169	barx2	BARX homeobox 2	chr2	34183374	34192434
Group_820_4	015170	ntf3	neurotrophin 3	chr2	33840402	33841329
Group_7512_0	015172	coa6	cytochrome c oxidase assembly factor 6 [Source:ZFIN%3BAcc:ZDB-GENE-070705-152]	chr2	33424101	33437128
Group_128_10	015173	ano2	anoctamin 2 [Source:ZFIN%3BAcc:ZDB-GENE-060503-62]	chr2	33646391	33785923
Group_199_3	015174	pik3cg	phosphatidylinositol-4%2C5-bisphosphate 3-kinase catalytic subunit gamma%2C transcript variant X2	chr2	33600825	33623736
Group_20_8	015175	ptprz1b	protein tyrosine phosphatase%2C receptor-type%2C Z polypeptide 1b [Source:ZFIN%3BAcc:ZDB-GENE-050506-100]	chr2	33522173	33568422
Group_1321_0	015183	ppl	periplakin [Source:ZFIN%3BAcc:ZDB-GENE-041008-196]	chr18	5691169	5703319
Group_2483_0	015185	si:dkeyp-72e1.9	si:dkeyp-72e1.9 [Source:ZFIN%3BAcc:ZDB-GENE-120215-89]	chr18	5481747	5657030
Group_1237_1	015187	loc107375468		chr2	66339596	66370708
Group_1385_1	015188	phykpl	5-phosphohydroxy-L-lysine phospho-lyase%2C transcript variant X1	chr2	66691536	66693044
Group_6140_0	015190	si:dkey-102f14.5	si:dkey-102f14.5 [Source:ZFIN%3BAcc:ZDB-GENE-060503-705]	chr2	66985003	66991867
Group_456_4	015191	egr1	early growth response 1	chr2	66432298	66434480
Group_2284_0	015192	spon2a	spondin 2a%2C extracellular matrix protein [Source:ZFIN%3BAcc:ZDB-GENE-990415-160]	chr2	66637698	66650843
Group_674_4	015193	ctbp1	C-terminal binding protein 1 [Source:ZFIN%3BAcc:ZDB-GENE-010130-1]	chr2	66663859	66676154
Group_3746_0	015194	zgc:175066	zgc:175066 [Source:ZFIN%3BAcc:ZDB-GENE-091027-2]	chr2	66686538	66689103
Group_1412_2	015195	nme5	NME/NM23 family member 5%2C transcript variant X1	chr2	66699083	66702344
Group_67_9	015196	gnb2l1	guanine nucleotide-binding protein subunit beta-2-like 1  [Source:RefSeq peptide%3BAcc:NP_001266445]	chr2	66702964	66707642
Group_3103_0	015197	si:ch1073-44g3.1	si:ch1073-44g3.1 [Source:ZFIN%3BAcc:ZDB-GENE-141216-124]	chr2	66954701	66955473
Group_6011_0	015198	atp5o	ATP synthase%2C H+ transporting%2C mitochondrial F1 complex%2C O subunit	chr2	66956263	66961429
Group_98_15	015200	b3gnt9	UDP-GlcNAc:betaGal beta-1%2C3-N-acetylglucosaminyltransferase 9%2C transcript variant X2	chr2	67015321	67017837
Group_7122_0	015201	bbs2	Bardet-Biedl syndrome 2%2C transcript variant X2	chr2	67021776	67031031
Group_2834_1	015218	atg9b	autophagy related 9B [Source:ZFIN%3BAcc:ZDB-GENE-091111-3]	chr5	31270656	31276945
Group_19_16	015221	cdk5	cyclin-dependent kinase 5	chr5	31284875	31293684
Group_77_15	015222	abcb8	ATP-binding cassette%2C sub-family B (MDR/TAP)%2C member 8 [Source:ZFIN%3BAcc:ZDB-GENE-050410-6]	chr5	31277840	31283547
Group_143_4	015223	guk1a	guanylate kinase 1a [Source:ZFIN%3BAcc:ZDB-GENE-040625-130]	chr5	31178669	31188532
Group_500_0	015231	stard13b	StAR-related lipid transfer (START) domain containing 13b [Source:ZFIN%3BAcc:ZDB-GENE-050506-146]	chr7	23672580	23757884
Group_223_0	015233	frem2b	Fras1 related extracellular matrix protein 2b [Source:ZFIN%3BAcc:ZDB-GENE-081119-4]	chr7	24110583	24177198
Group_3894_0	015234	urb1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	chr7	24428483	24449856
Group_1473_3	015235	scaf4b	SR-related CTD-associated factor 4b [Source:ZFIN%3BAcc:ZDB-GENE-050506-42]	chr7	24451549	24499352
Group_1022_0	015237	tiam1b	T-cell lymphoma invasion and metastasis 1b [Source:ZFIN%3BAcc:ZDB-GENE-120221-1]	chr7	24530856	24572319
Group_44_4	015239	grik1b	glutamate receptor%2C ionotropic%2C kainate 1b [Source:ZFIN%3BAcc:ZDB-GENE-070821-1]	chr7	24594667	24627358
Group_4624_0	015240	rwdd2b	RWD domain containing 2B	chr7	24657207	24660376
Group_2867_0	015241	mab21l1	mab-21-like 1 (C. elegans)	chr7	23921608	23922687
Group_22_11	015242	dclk1	doublecortin like kinase 1%2C transcript variant X1	chr7	23993372	24015199
Group_2216_1	015243	spg20b	spastic paraplegia 20b (Troyer syndrome) [Source:ZFIN%3BAcc:ZDB-GENE-060825-146]	chr7	24018187	24028139
Group_634_1	015244	trim3a	tripartite motif containing 3a [Source:ZFIN%3BAcc:ZDB-GENE-080522-4]	chr7	24182866	24189123
Group_872_2	015245	fhdc4	FH2 domain containing 4 [Source:ZFIN%3BAcc:ZDB-GENE-131127-25]	chr7	24208056	24215294
Group_7_27	015246	dchs1a	dachsous cadherin-related 1a [Source:ZFIN%3BAcc:ZDB-GENE-120410-3]	chr7	24293110	24386021
Group_1161_1	015249	bach1a	BTB and CNC homology 1%2C basic leucine zipper transcription factor 1 a [Source:ZFIN%3BAcc:ZDB-GENE-060421-7601]	chr7	24640204	24646134
Group_2146_0	015250	usp16	ubiquitin specific peptidase 16%2C transcript variant X1	chr7	24649293	24661784
Group_567_1	015251	cadm2b	cell adhesion molecule 2b [Source:ZFIN%3BAcc:ZDB-GENE-080506-3]	chr7	24671808	24733015
Group_2983_0	015260	si:dkey-183n20.15	si:dkey-183n20.15 [Source:ZFIN%3BAcc:ZDB-GENE-041001-160]	chr17	4728896	4732977
Group_5015_0	015264	polr2eb	polymerase (RNA) II (DNA directed) polypeptide E%2C b [Source:ZFIN%3BAcc:ZDB-GENE-040801-83]	chr17	4983727	4991381
Group_1591_2	015268	hook1	hook microtubule-tethering protein 1	chr17	4690133	4723031
Group_8689_0	015269	cabz01059120.1	unknown	chr17	4844072	4851098
Group_1381_0	015270	lrrc52	leucine rich repeat containing 52 [Source:HGNC Symbol%3BAcc:HGNC:32156]	chr17	4886738	4917978
Group_857_1	015273	hmha1b	histocompatibility (minor) HA-1 b [Source:ZFIN%3BAcc:ZDB-GENE-071213-2]	chr17	4991085	5007607
Group_840_1	015274	tjp3	tight junction protein 3%2C transcript variant X1	chr17	5010383	5027611
Group_1910_0	015275	si:ch73-63e15.2	si:ch73-63e15.2 [Source:ZFIN%3BAcc:ZDB-GENE-091204-463]	chr17	5041691	5114559
Group_106_20	015281	cabp5b	calcium binding protein 5b [Source:ZFIN%3BAcc:ZDB-GENE-050522-146]	chr6	42236030	42240594
Group_321_7	015287	cntnap3	contactin associated protein-like 3 [Source:ZFIN%3BAcc:ZDB-GENE-091113-51]	chr14	3103110	3288071
Group_599_3	015290	znf831	zinc finger protein 831 [Source:ZFIN%3BAcc:ZDB-GENE-081022-210]	chr14	3015408	3034966
Group_9264_0	015292	loc107376640		chr14	2867742	2877479
Group_6950_0	015295	pdrg1	p53 and DNA damage regulated 1%2C transcript variant X1	chr14	2985170	2988460
Group_244_3	015304	pcsk7	proprotein convertase subtilisin/kexin type 7 [Source:ZFIN%3BAcc:ZDB-GENE-030131-7293]	NORv12scf468	3082	201448
Group_2180_1	015305	bace1	beta-site APP-cleaving enzyme 1	NORv12scf468	246062	299007
Group_7685_0	015309	lins1	lines homolog 1 [Source:ZFIN%3BAcc:ZDB-GENE-101019-1]	chr4	29836386	29881721
Group_4388_0	015313	si:ch211-272n13.3	si:ch211-272n13.3 [Source:ZFIN%3BAcc:ZDB-GENE-081104-216]	chr4	30155681	30196904
Group_5853_0	015315	zgc:153606	zgc:153606 [Source:ZFIN%3BAcc:ZDB-GENE-060825-17]	chr4	30268233	30275386
Group_2218_0	015316	tmem168b	transmembrane protein 168b [Source:ZFIN%3BAcc:ZDB-GENE-090406-3]	chr4	30277092	30286217
Group_3167_0	015318	cdkn1cb	cyclin-dependent kinase inhibitor 1Cb [Source:ZFIN%3BAcc:ZDB-GENE-131127-286]	chr4	30347557	30353113
Group_691_5	015323	nfil3-6	nuclear factor%2C interleukin 3 regulated%2C member 6 [Source:ZFIN%3BAcc:ZDB-GENE-040704-63]	chr4	30785604	30787396
Group_691_0	015324	nfil3-5	nuclear factor%2C interleukin 3 regulated%2C member 5 [Source:ZFIN%3BAcc:ZDB-GENE-030131-7677]	chr4	30805711	30806706
Group_240_1	015325	gcdhb	glutaryl-CoA dehydrogenase b [Source:ZFIN%3BAcc:ZDB-GENE-041010-117]	chr4	30935384	30944196
Group_3827_0	015326	si:dkey-61n16.5	si:dkey-61n16.5 [Source:ZFIN%3BAcc:ZDB-GENE-100922-235]	chr4	30945315	30946454
Group_15_40	015330	asb7	ankyrin repeat and SOCS box containing 7%2C transcript variant X1	chr4	29794966	29804289
Group_560_2	015333	loc107388405		chr4	30233785	30254439
Group_1410_2	015334	ptdss2	phosphatidylserine synthase 2	chr4	30294671	30332443
Group_330_2	015337	plppr2a	phospholipid phosphatase related 2a [Source:ZFIN%3BAcc:ZDB-GENE-040426-1171]	chr4	30656439	30692776
Group_431_7	015339	zgc:63569	zgc:63569 [Source:ZFIN%3BAcc:ZDB-GENE-030131-9816]	chr4	30885590	30924664
Group_1816_1	015342	loc107372971		chr4	31410455	31413644
Group_1250_3	015343	l3mbtl4	l(3)mbt-like 4 (Drosophila) [Source:HGNC Symbol%3BAcc:HGNC:26677]	chr4	31434688	31495179
Group_3040_1	015359	ikzf5	IKAROS family zinc finger 5 [Source:ZFIN%3BAcc:ZDB-GENE-040801-209]	chr6	22114791	22119341
Group_3328_0	015362	cuzd1.1	CUB and zona pellucida-like domains 1%2C tandem duplicate 1 [Source:ZFIN%3BAcc:ZDB-GENE-131122-16]	chr6	22110570	22114429
Group_2576_2	015369	si:dkey-29d8.3	si:dkey-29d8.3 [Source:ZFIN%3BAcc:ZDB-GENE-070912-508]	NORv12scf32581	52	5996
Group_1605_0	015370	nog1	noggin 1 [Source:ZFIN%3BAcc:ZDB-GENE-991206-8]	chr14	2040355	2041014
Group_16_51	015373	map2k4b	mitogen-activated protein kinase kinase 4b [Source:ZFIN%3BAcc:ZDB-GENE-080721-13]	chr14	2221041	2237225
Group_3679_0	015375	usp48	ubiquitin specific peptidase 48 [Source:ZFIN%3BAcc:ZDB-GENE-050522-197]	chr14	2336614	2495906
Group_2720_1	015378	sco1	SCO1 cytochrome c oxidase assembly protein [Source:ZFIN%3BAcc:ZDB-GENE-140909-1]	chr14	2211196	2219263
Group_404_8	015394	flrt1a	fibronectin leucine rich transmembrane protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-080327-22]	chr16	786382	788430
Group_6197_0	015395	zfpl1	zinc finger protein like 1	chr16	758793	763071
Group_8438_0	015396	loc107386667		chr16	752740	758487
Group_5718_0	015398	vps51	VPS51%2C GARP complex subunit	chr16	721413	728648
Group_1264_0	015399	tm7sf2	transmembrane 7 superfamily member 2%2C transcript variant X1	chr16	708342	719099
Group_408_0	015400	slc8a4a	solute carrier family 8 (sodium/calcium exchanger)%2C member 4a [Source:ZFIN%3BAcc:ZDB-GENE-060110-2]	chr16	616704	657396
Group_64_11	015401	si:dkey-175m17.7	si:dkey-175m17.7 [Source:ZFIN%3BAcc:ZDB-GENE-091204-18]	chr16	576938	582583
Group_322_9	015402	gng3	G protein subunit gamma 3	chr16	560636	561992
Group_703_0	015404	mbtd1	mbt domain containing 1 [Source:ZFIN%3BAcc:ZDB-GENE-060810-138]	chr16	250576	283506
Group_1692_0	015405	fasn	fatty acid synthase	chr16	146934	224322
Group_1678_1	015407	cnih2	cornichon family AMPA receptor auxiliary protein 2	chr16	684886	700162
Group_3124_0	015408	banf1	barrier to autointegration factor 1	chr16	555860	558759
Group_7421_0	015409	prdx5	peroxiredoxin 5	chr16	551972	554544
Group_960_4	015413	acbd4	acyl-CoA binding domain containing 4 [Source:ZFIN%3BAcc:ZDB-GENE-040426-2074]	chr16	437952	464509
Group_1082_0	015414	nme2a	NME/NM23 nucleoside diphosphate kinase 2a [Source:ZFIN%3BAcc:ZDB-GENE-030131-7656]	chr16	245485	248310
Group_801_3	015430	hoxc13a	homeobox C13a [Source:ZFIN%3BAcc:ZDB-GENE-000822-4]	chr13	20275715	20278407
Group_218_0	015432	hoxc11a	homeobox C11a [Source:ZFIN%3BAcc:ZDB-GENE-990415-111]	chr13	20298432	20310180
Group_40_38	015437	hoxc4a	homeobox C4a [Source:ZFIN%3BAcc:ZDB-GENE-990415-112]	chr13	20344928	20348253
Group_40_17	015438	hoxc3a	homeo box C3a [Source:ZFIN%3BAcc:ZDB-GENE-980526-532]	chr13	20354812	20357751
Group_211_6	015440	hnrnpa1b	heterogeneous nuclear ribonucleoprotein A1b [Source:ZFIN%3BAcc:ZDB-GENE-030912-14]	chr13	20423801	20425178
Group_2748_1	015441	copz1	coatomer protein complex subunit zeta 1%2C transcript variant X1	chr13	20437478	20443449
Group_7503_0	015443	fkbpl	FK506 binding protein like%2C transcript variant X1	chr13	21017349	21040798
Group_6771_0	015445	si:dkey-109j17.5	si:dkey-109j17.5 [Source:ZFIN%3BAcc:ZDB-GENE-090313-173]	chr13	21048266	21050013
Group_3168_0	015447	apobec2b	apolipoprotein B mRNA editing enzyme%2C catalytic polypeptide-like 2b [Source:ZFIN%3BAcc:ZDB-GENE-090618-1]	chr13	21053492	21056733
Group_434_3	015448	csrp1a	cysteine and glycine-rich protein 1a [Source:ZFIN%3BAcc:ZDB-GENE-030909-4]	chr13	21196350	21205483
Group_1914_1	015449	phlda3	pleckstrin homology like domain family A member 3%2C transcript variant X2	chr13	21213687	21214112
Group_5437_0	015450	lad1	ladinin [Source:ZFIN%3BAcc:ZDB-GENE-030616-268]	chr13	21226708	21236597
Group_405_3	015451	lgr6	leucine-rich repeat containing G protein-coupled receptor 6	chr13	21370297	21435561
Group_75_26	015452	etv7	ETS variant 7 [Source:HGNC Symbol%3BAcc:HGNC:18160]	chr13	21443659	21485522
Group_753_1	015453	calcoco1a	calcium binding and coiled-coil domain 1a [Source:ZFIN%3BAcc:ZDB-GENE-030131-6911]	chr13	20187848	20213185
Group_664_2	015455	nfe2	nuclear factor%2C erythroid 2	chr13	20426218	20429789
Group_549_2	015457	csad	cysteine sulfinic acid decarboxylase [Source:ZFIN%3BAcc:ZDB-GENE-041114-36]	chr13	20458288	20460995
Group_7863_1	015458	zgc:174906	zgc:174906 [Source:ZFIN%3BAcc:ZDB-GENE-030131-6125]	chr13	20462174	20463014
Group_6734_0	015461	ebp	emopamil binding protein (sterol isomerase)	chr13	21041735	21044170
Group_104_11	015462	loc107390940		chr13	21058953	21068785
Group_84_4	015464	mybpha	myosin binding protein Ha [Source:ZFIN%3BAcc:ZDB-GENE-040426-1531]	chr13	21085951	21098128
Group_708_2	015465	nav1	neuron navigator 1	chr13	21101549	21185808
Group_58_37	015466	ube2t	ubiquitin conjugating enzyme E2 T	chr13	21436813	21439495
Group_6982_0	015467	zgc:194242	zgc:194242 [Source:ZFIN%3BAcc:ZDB-GENE-081022-84]	chr13	21441352	21442151
Group_7498_0	015481	csgr19h9orf91	chromosome sgr19 open reading frame%2C human C9orf91	chr13	18523494	18532129
Group_431_1	015484	slc44a4	solute carrier family 44 member 4%2C transcript variant X1	chr13	18631046	18638621
Group_8685_0	015485	si:ch211-153f2.3	si:ch211-153f2.3 [Source:ZFIN%3BAcc:ZDB-GENE-081104-135]	chr13	18696555	18699919
Group_1196_1	015486	slc30a8	solute carrier family 30 member 8	chr13	18709635	18716929
Group_2559_0	015487	med30	mediator complex subunit 30	chr13	18733627	18821782
Group_3061_1	015492	csnk2b	casein kinase 2%2C beta polypeptide [Source:ZFIN%3BAcc:ZDB-GENE-990415-29]	chr13	18461113	18471291
Group_1370_1	015493	prrc2a	proline-rich coiled-coil 2A [Source:ZFIN%3BAcc:ZDB-GENE-010501-4]	chr13	18476520	18496928
